title,movie_id,averagerating,numvotes,ordering,region,year,runtime_minutes,genres,directors,id,production_budget,domestic_gross,foreign_gross,profit,genres_numeric
#Horror,tt3526286,3.0,3092,1,US,2015,101.0,Crime,Tara Subkoff,16,1500000.0,0.0,0.0,-1500000.0,0
#Horror,tt3526286,3.0,3092,1,US,2015,101.0,Drama,Tara Subkoff,16,1500000.0,0.0,0.0,-1500000.0,0
#Horror,tt3526286,3.0,3092,1,US,2015,101.0,Horror,Tara Subkoff,16,1500000.0,0.0,0.0,-1500000.0,0
10 Cloverfield Lane,tt1179933,7.2,260383,10,RO,2016,103.0,Drama,Dan Trachtenberg,54,5000000.0,72082999.0,36203423.0,103286422.0,1
10 Cloverfield Lane,tt1179933,7.2,260383,10,RO,2016,103.0,Horror,Dan Trachtenberg,54,5000000.0,72082999.0,36203423.0,103286422.0,1
10 Cloverfield Lane,tt1179933,7.2,260383,10,RO,2016,103.0,Mystery,Dan Trachtenberg,54,5000000.0,72082999.0,36203423.0,103286422.0,1
12 Strong,tt1413492,6.6,50155,10,BG,2018,130.0,Action,Nicolai Fuglsig,64,35000000.0,45819713.0,25298665.0,36118378.0,2
12 Strong,tt1413492,6.6,50155,10,BG,2018,130.0,Drama,Nicolai Fuglsig,64,35000000.0,45819713.0,25298665.0,36118378.0,2
12 Strong,tt1413492,6.6,50155,10,BG,2018,130.0,History,Nicolai Fuglsig,64,35000000.0,45819713.0,25298665.0,36118378.0,2
12 Years a Slave,tt2024544,8.1,577301,10,RO,2013,134.0,Biography,Steve McQueen,18,20000000.0,56671993.0,124353350.0,161025343.0,3
12 Years a Slave,tt2024544,8.1,577301,10,RO,2013,134.0,Drama,Steve McQueen,18,20000000.0,56671993.0,124353350.0,161025343.0,3
12 Years a Slave,tt2024544,8.1,577301,10,RO,2013,134.0,History,Steve McQueen,18,20000000.0,56671993.0,124353350.0,161025343.0,3
13 Sins,tt2059171,6.3,29550,10,HR,2014,93.0,Horror,Daniel Stamm,51,4000000.0,9134.0,38418.0,-3952448.0,4
13 Sins,tt2059171,6.3,29550,10,HR,2014,93.0,Thriller,Daniel Stamm,51,4000000.0,9134.0,38418.0,-3952448.0,4
1982,tt2388621,7.0,221,1,US,2013,90.0,Drama,Tommy Oliver,23,1000000.0,0.0,0.0,-1000000.0,5
21,tt5097012,7.2,23,1,IN,2016,98.0,Horror,Jaishankar Chigurula,39,35000000.0,81159365.0,78687064.0,124846429.0,6
23 Blast,tt2304459,6.5,1567,2,US,2014,98.0,Drama,Dylan Baker,64,1000000.0,549185.0,0.0,-450815.0,7
23 Blast,tt2304459,6.5,1567,2,US,2014,98.0,Family,Dylan Baker,64,1000000.0,549185.0,0.0,-450815.0,7
23 Blast,tt2304459,6.5,1567,2,US,2014,98.0,Sport,Dylan Baker,64,1000000.0,549185.0,0.0,-450815.0,7
3 Backyards,tt1314190,5.0,611,1,US,2010,88.0,Drama,Eric Mendelsohn,51,300000.0,39475.0,0.0,-260525.0,5
300: Rise of an Empire,tt1253863,6.2,262978,10,CA,2014,102.0,Action,Noam Murro,26,110000000.0,106580051.0,224200000.0,220780051.0,8
300: Rise of an Empire,tt1253863,6.2,262978,10,CA,2014,102.0,Fantasy,Noam Murro,26,110000000.0,106580051.0,224200000.0,220780051.0,8
300: Rise of an Empire,tt1253863,6.2,262978,10,CA,2014,102.0,War,Noam Murro,26,110000000.0,106580051.0,224200000.0,220780051.0,8
42,tt0453562,7.5,77703,10,IT,2013,128.0,Biography,Brian Helgeland,22,31000000.0,95020213.0,2450488.0,66470701.0,9
42,tt0453562,7.5,77703,10,IT,2013,128.0,Drama,Brian Helgeland,22,31000000.0,95020213.0,2450488.0,66470701.0,9
42,tt0453562,7.5,77703,10,IT,2013,128.0,Sport,Brian Helgeland,22,31000000.0,95020213.0,2450488.0,66470701.0,9
47 Ronin,tt1335975,6.3,135754,10,RU,2013,128.0,Action,Carl Rinsch,12,175000000.0,38362475.0,113354340.0,-23283185.0,10
47 Ronin,tt1335975,6.3,135754,10,RU,2013,128.0,Adventure,Carl Rinsch,12,175000000.0,38362475.0,113354340.0,-23283185.0,10
47 Ronin,tt1335975,6.3,135754,10,RU,2013,128.0,Drama,Carl Rinsch,12,175000000.0,38362475.0,113354340.0,-23283185.0,10
50 to 1,tt1777595,6.6,1739,10,GR,2014,110.0,Drama,Jim Wilson,93,10000000.0,1069454.0,0.0,-8930546.0,5
50/50,tt1734060,7.5,11,1,PL,2010,77.0,Documentary,Mika Rosenfeld,73,8000000.0,35016118.0,6318617.0,33334735.0,11
8 Days,tt3111864,5.0,102,1,US,2014,90.0,Drama,Jaco Booyens,48,2500000.0,0.0,0.0,-2500000.0,12
8 Days,tt3111864,5.0,102,1,US,2014,90.0,Thriller,Jaco Booyens,48,2500000.0,0.0,0.0,-2500000.0,12
8: The Mormon Proposition,tt1484522,7.0,1190,1,US,2010,80.0,Documentary,Reed Cowan,38,2500000.0,100280.0,0.0,-2399720.0,11
A Better Life,tt1554091,7.2,14602,10,IT,2011,98.0,Drama,Chris Weitz,84,10000000.0,1759252.0,124999.0,-8115749.0,13
A Better Life,tt1554091,7.2,14602,10,IT,2011,98.0,Romance,Chris Weitz,84,10000000.0,1759252.0,124999.0,-8115749.0,13
A Fine Step,tt1604100,5.4,279,1,FR,2014,111.0,Drama,Jonathan Meyers,18,1000000.0,0.0,0.0,-1000000.0,5
A Good Day to Die Hard,tt1606378,5.3,188383,10,US,2013,98.0,Action,John Moore,34,92000000.0,67349198.0,236900000.0,212249198.0,14
A Good Day to Die Hard,tt1606378,5.3,188383,10,US,2013,98.0,Thriller,John Moore,34,92000000.0,67349198.0,236900000.0,212249198.0,14
A Little Bit of Heaven,tt1440161,6.3,26441,10,CA,2011,106.0,Comedy,Nicole Kassell,39,12500000.0,10011.0,1090276.0,-11399713.0,15
A Little Bit of Heaven,tt1440161,6.3,26441,10,CA,2011,106.0,Drama,Nicole Kassell,39,12500000.0,10011.0,1090276.0,-11399713.0,15
A Little Bit of Heaven,tt1440161,6.3,26441,10,CA,2011,106.0,Fantasy,Nicole Kassell,39,12500000.0,10011.0,1090276.0,-11399713.0,15
A Most Wanted Man,tt1972571,6.8,67914,10,GR,2014,122.0,Crime,Anton Corbijn,76,15000000.0,17237855.0,18831035.0,21068890.0,16
A Most Wanted Man,tt1972571,6.8,67914,10,GR,2014,122.0,Drama,Anton Corbijn,76,15000000.0,17237855.0,18831035.0,21068890.0,16
A Most Wanted Man,tt1972571,6.8,67914,10,GR,2014,122.0,Thriller,Anton Corbijn,76,15000000.0,17237855.0,18831035.0,21068890.0,16
A Nightmare on Elm Street,tt1179056,5.2,85497,10,BR,2010,95.0,Crime,Samuel Bayer,49,35000000.0,63075011.0,54654610.0,82729621.0,0
A Nightmare on Elm Street,tt1179056,5.2,85497,10,BR,2010,95.0,Drama,Samuel Bayer,49,35000000.0,63075011.0,54654610.0,82729621.0,0
A Nightmare on Elm Street,tt1179056,5.2,85497,10,BR,2010,95.0,Horror,Samuel Bayer,49,35000000.0,63075011.0,54654610.0,82729621.0,0
A Plague So Pleasant,tt2107644,5.4,72,1,US,2013,76.0,Drama,Benjamin Roberds,81,1400.0,0.0,0.0,-1400.0,17
A Plague So Pleasant,tt2107644,5.4,72,1,US,2013,76.0,Horror,Benjamin Roberds,81,1400.0,0.0,0.0,-1400.0,17
A Plague So Pleasant,tt2107644,5.4,72,1,US,2013,76.0,Thriller,Benjamin Roberds,81,1400.0,0.0,0.0,-1400.0,17
A Quiet Place,tt6347308,6.6,18,1,NL,2016,80.0,Documentary,Sjoerd Oostrik,66,17000000.0,188024361.0,146497933.0,317522294.0,11
A Simple Favor,tt7040874,6.9,83338,10,HR,2018,117.0,Comedy,Paul Feig,24,20000000.0,53548586.0,44080131.0,77628717.0,18
A Simple Favor,tt7040874,6.9,83338,10,HR,2018,117.0,Crime,Paul Feig,24,20000000.0,53548586.0,44080131.0,77628717.0,18
A Simple Favor,tt7040874,6.9,83338,10,HR,2018,117.0,Drama,Paul Feig,24,20000000.0,53548586.0,44080131.0,77628717.0,18
A Star is Born,tt1776364,5.1,15,1,HU,2010,75.0,Documentary,Vanja Kovacevic,5,36000000.0,215288866.0,218160705.0,397449571.0,19
A Star is Born,tt1776364,5.1,15,1,HU,2010,75.0,Music,Vanja Kovacevic,5,36000000.0,215288866.0,218160705.0,397449571.0,19
A Thousand Words,tt0763831,5.9,36387,10,FR,2012,91.0,Comedy,Brian Robbins,1,40000000.0,18450127.0,2340359.0,-19209514.0,20
A Thousand Words,tt0763831,5.9,36387,10,FR,2012,91.0,Drama,Brian Robbins,1,40000000.0,18450127.0,2340359.0,-19209514.0,20
A Walk Among the Tombstones,tt0365907,6.5,105116,10,RU,2014,114.0,Action,Scott Frank,67,28000000.0,26017685.0,36090902.0,34108587.0,21
A Walk Among the Tombstones,tt0365907,6.5,105116,10,RU,2014,114.0,Crime,Scott Frank,67,28000000.0,26017685.0,36090902.0,34108587.0,21
A Walk Among the Tombstones,tt0365907,6.5,105116,10,RU,2014,114.0,Drama,Scott Frank,67,28000000.0,26017685.0,36090902.0,34108587.0,21
A Walk in the Woods,tt1178665,6.3,22033,10,GR,2015,104.0,Adventure,Ken Kwapis,75,8000000.0,29499394.0,7619964.0,29119358.0,22
A Walk in the Woods,tt1178665,6.3,22033,10,GR,2015,104.0,Biography,Ken Kwapis,75,8000000.0,29499394.0,7619964.0,29119358.0,22
A Walk in the Woods,tt1178665,6.3,22033,10,GR,2015,104.0,Comedy,Ken Kwapis,75,8000000.0,29499394.0,7619964.0,29119358.0,22
Abduction,tt1600195,5.1,72552,11,CZ,2011,106.0,Action,John Singleton,96,35000000.0,28087155.0,58561204.0,51648359.0,23
Abduction,tt1600195,5.1,72552,11,CZ,2011,106.0,Mystery,John Singleton,96,35000000.0,28087155.0,58561204.0,51648359.0,23
Abduction,tt1600195,5.1,72552,11,CZ,2011,106.0,Thriller,John Singleton,96,35000000.0,28087155.0,58561204.0,51648359.0,23
About Last Night,tt1826590,6.1,21078,10,US,2014,100.0,Comedy,Steve Pink,58,13000000.0,48637684.0,1808176.0,37445860.0,24
About Last Night,tt1826590,6.1,21078,10,US,2014,100.0,Romance,Steve Pink,58,13000000.0,48637684.0,1808176.0,37445860.0,24
About Time,tt2194499,7.8,263136,10,CL,2013,123.0,Comedy,Richard Curtis,95,12000000.0,15323921.0,73985257.0,77309178.0,15
About Time,tt2194499,7.8,263136,10,CL,2013,123.0,Drama,Richard Curtis,95,12000000.0,15323921.0,73985257.0,77309178.0,15
About Time,tt2194499,7.8,263136,10,CL,2013,123.0,Fantasy,Richard Curtis,95,12000000.0,15323921.0,73985257.0,77309178.0,15
Act of Valor,tt1591479,6.5,63787,10,BR,2012,110.0,Action,Mike McCoy,52,12000000.0,70012847.0,12484188.0,70497035.0,10
Act of Valor,tt1591479,6.5,63787,10,BR,2012,110.0,Adventure,Mike McCoy,52,12000000.0,70012847.0,12484188.0,70497035.0,10
Act of Valor,tt1591479,6.5,63787,10,BR,2012,110.0,Drama,Mike McCoy,52,12000000.0,70012847.0,12484188.0,70497035.0,10
Action Point,tt6495770,5.0,6657,11,ES,2018,85.0,Comedy,Tim Kirkby,50,19000000.0,5059608.0,44067.0,-13896325.0,25
Adam,tt7076838,5.6,57,1,DE,2018,72.0,Drama,Maria Solrun,59,3200000.0,2283291.0,551194.0,-365515.0,5
Addicted,tt2205401,5.2,7640,2,VN,2014,106.0,Drama,Bille Woodruff,96,5000000.0,17390770.0,108472.0,12499242.0,12
Addicted,tt2205401,5.2,7640,2,VN,2014,106.0,Thriller,Bille Woodruff,96,5000000.0,17390770.0,108472.0,12499242.0,12
Admiral,tt2544766,7.0,7978,10,ES,2015,151.0,Action,Roel Reiné,7,20000000.0,0.0,38585047.0,18585047.0,26
Admiral,tt2544766,7.0,7978,10,ES,2015,151.0,Adventure,Roel Reiné,7,20000000.0,0.0,38585047.0,18585047.0,26
Admiral,tt2544766,7.0,7978,10,ES,2015,151.0,Biography,Roel Reiné,7,20000000.0,0.0,38585047.0,18585047.0,26
Adulterers,tt4044464,5.2,1377,1,RU,2015,91.0,Crime,H.M. Coakley,86,750000.0,0.0,0.0,-750000.0,16
Adulterers,tt4044464,5.2,1377,1,RU,2015,91.0,Drama,H.M. Coakley,86,750000.0,0.0,0.0,-750000.0,16
Adulterers,tt4044464,5.2,1377,1,RU,2015,91.0,Thriller,H.M. Coakley,86,750000.0,0.0,0.0,-750000.0,16
After,tt1799508,5.5,4881,1,RU,2012,90.0,Drama,Ryan Smith,2,650000.0,0.0,0.0,-650000.0,27
After,tt1799508,5.5,4881,1,RU,2012,90.0,Fantasy,Ryan Smith,2,650000.0,0.0,0.0,-650000.0,27
After,tt1799508,5.5,4881,1,RU,2012,90.0,Mystery,Ryan Smith,2,650000.0,0.0,0.0,-650000.0,27
Air Strike,tt4743226,3.3,2536,10,XWW,2018,120.0,Action,Xiao Feng,21,65000000.0,0.0,516279.0,-64483721.0,10
Air Strike,tt4743226,3.3,2536,10,XWW,2018,120.0,Adventure,Xiao Feng,21,65000000.0,0.0,516279.0,-64483721.0,10
Air Strike,tt4743226,3.3,2536,10,XWW,2018,120.0,Drama,Xiao Feng,21,65000000.0,0.0,516279.0,-64483721.0,10
Ali,tt2006051,6.4,136,1,ES,2012,88.0,Drama,Paco R. Baños,45,109000000.0,58183966.0,29500000.0,-21316034.0,5
Alien Uprising,tt2040578,3.2,3166,10,BR,2012,101.0,Comedy,Dominic Burns,44,2500000.0,0.0,0.0,-2500000.0,28
Alien Uprising,tt2040578,3.2,3166,10,BR,2012,101.0,Horror,Dominic Burns,44,2500000.0,0.0,0.0,-2500000.0,28
Alien Uprising,tt2040578,3.2,3166,10,BR,2012,101.0,Sci-Fi,Dominic Burns,44,2500000.0,0.0,0.0,-2500000.0,28
Aliens,tt3837024,2.7,9,1,KR,2014,88.0,Comedy,Hangyu Kim,68,17000000.0,85160248.0,98156207.0,166316455.0,29
Aliens,tt3837024,2.7,9,1,KR,2014,88.0,Mystery,Hangyu Kim,68,17000000.0,85160248.0,98156207.0,166316455.0,29
Aliens,tt3837024,2.7,9,1,KR,2014,88.0,Sci-Fi,Hangyu Kim,68,17000000.0,85160248.0,98156207.0,166316455.0,29
Alive,tt3797214,6.8,44,1,KR,2014,179.0,Drama,Jung-bum Park,2,32000000.0,36299670.0,0.0,4299670.0,5
All Good Things,tt1175709,6.3,49684,10,IL,2010,101.0,Crime,Andrew Jarecki,96,20000000.0,582024.0,291593.0,-19126383.0,30
All Good Things,tt1175709,6.3,49684,10,IL,2010,101.0,Drama,Andrew Jarecki,96,20000000.0,582024.0,291593.0,-19126383.0,30
All Good Things,tt1175709,6.3,49684,10,IL,2010,101.0,Mystery,Andrew Jarecki,96,20000000.0,582024.0,291593.0,-19126383.0,30
All Saints,tt4663548,6.0,1220,1,TR,2017,108.0,Drama,Steve Gomer,12,2000000.0,5802208.0,139786.0,3941994.0,5
All You Need Is Love,tt4971480,5.6,119,1,TW,2015,103.0,Comedy,Richie Jen,59,300000.0,0.0,3565259.0,3265259.0,24
All You Need Is Love,tt4971480,5.6,119,1,TW,2015,103.0,Romance,Richie Jen,59,300000.0,0.0,3565259.0,3265259.0,24
All or Nothing,tt3868240,4.8,299,1,CZ,2017,107.0,Comedy,Marta Ferencova,14,9000000.0,184255.0,0.0,-8815745.0,24
All or Nothing,tt3868240,4.8,299,1,CZ,2017,107.0,Romance,Marta Ferencova,14,9000000.0,184255.0,0.0,-8815745.0,24
Almost Christmas,tt4649416,6.1,5212,10,RU,2016,111.0,Comedy,David E. Talbert,81,17000000.0,42065185.0,428321.0,25493506.0,20
Almost Christmas,tt4649416,6.1,5212,10,RU,2016,111.0,Drama,David E. Talbert,81,17000000.0,42065185.0,428321.0,25493506.0,20
Aloft,tt2494384,5.3,3001,10,PE,2014,112.0,Drama,Claudia Llosa,33,8000000.0,53086.0,184602.0,-7762312.0,5
Along the Roadside,tt2290113,6.8,392,2,RS,2013,108.0,Comedy,Zoran Lisinac,91,250000.0,0.0,3234.0,-246766.0,31
Along the Roadside,tt2290113,6.8,392,2,RS,2013,108.0,Music,Zoran Lisinac,91,250000.0,0.0,3234.0,-246766.0,31
Along the Roadside,tt2290113,6.8,392,2,RS,2013,108.0,Romance,Zoran Lisinac,91,250000.0,0.0,3234.0,-246766.0,31
Alpha,tt3166734,7.7,37,1,GR,2015,80.0,Drama,Stathis Athanasiou,79,51000000.0,35851379.0,63773494.0,48624873.0,1
Alpha,tt3166734,7.7,37,1,GR,2015,80.0,Horror,Stathis Athanasiou,79,51000000.0,35851379.0,63773494.0,48624873.0,1
Alpha,tt3166734,7.7,37,1,GR,2015,80.0,Mystery,Stathis Athanasiou,79,51000000.0,35851379.0,63773494.0,48624873.0,1
Alvin and the Chipmunks: Chipwrecked,tt1615918,4.4,28158,10,IT,2011,87.0,Adventure,Mike Mitchell,49,80000000.0,133107389.0,215981134.0,269088523.0,32
Alvin and the Chipmunks: Chipwrecked,tt1615918,4.4,28158,10,IT,2011,87.0,Animation,Mike Mitchell,49,80000000.0,133107389.0,215981134.0,269088523.0,32
Alvin and the Chipmunks: Chipwrecked,tt1615918,4.4,28158,10,IT,2011,87.0,Comedy,Mike Mitchell,49,80000000.0,133107389.0,215981134.0,269088523.0,32
Alvin and the Chipmunks: The Road Chip,tt2974918,5.1,14507,10,FR,2015,92.0,Adventure,Walt Becker,56,90000000.0,85886987.0,163630969.0,159517956.0,32
Alvin and the Chipmunks: The Road Chip,tt2974918,5.1,14507,10,FR,2015,92.0,Animation,Walt Becker,56,90000000.0,85886987.0,163630969.0,159517956.0,32
Alvin and the Chipmunks: The Road Chip,tt2974918,5.1,14507,10,FR,2015,92.0,Comedy,Walt Becker,56,90000000.0,85886987.0,163630969.0,159517956.0,32
Always Woodstock,tt1995477,5.4,661,10,BR,2014,97.0,Comedy,Rita Merson,57,2400000.0,0.0,0.0,-2400000.0,31
Always Woodstock,tt1995477,5.4,661,10,BR,2014,97.0,Music,Rita Merson,57,2400000.0,0.0,0.0,-2400000.0,31
Always Woodstock,tt1995477,5.4,661,10,BR,2014,97.0,Romance,Rita Merson,57,2400000.0,0.0,0.0,-2400000.0,31
American Assassin,tt1961175,6.2,57793,10,LT,2017,112.0,Action,Michael Cuesta,28,63000000.0,36249674.0,32060466.0,5310140.0,14
American Assassin,tt1961175,6.2,57793,10,LT,2017,112.0,Thriller,Michael Cuesta,28,63000000.0,36249674.0,32060466.0,5310140.0,14
American Honey,tt3721936,7.0,31663,10,LT,2016,163.0,Adventure,Andrea Arnold,15,3500000.0,663247.0,1948503.0,-888250.0,33
American Honey,tt3721936,7.0,31663,10,LT,2016,163.0,Drama,Andrea Arnold,15,3500000.0,663247.0,1948503.0,-888250.0,33
American Honey,tt3721936,7.0,31663,10,LT,2016,163.0,Romance,Andrea Arnold,15,3500000.0,663247.0,1948503.0,-888250.0,33
American Hustle,tt1800241,7.2,418221,10,IL,2013,138.0,Crime,David O. Russell,80,40000000.0,150117807.0,107760487.0,217878294.0,34
American Hustle,tt1800241,7.2,418221,10,IL,2013,138.0,Drama,David O. Russell,80,40000000.0,150117807.0,107760487.0,217878294.0,34
American Reunion,tt1605630,6.7,192250,10,NO,2012,113.0,Comedy,Jon Hurwitz,26,50000000.0,56758835.0,180040376.0,186799211.0,25
Amidst the Devil's Wings,tt3976258,4.0,33,1,US,2014,90.0,Action,Daniel Columbie,66,300000.0,0.0,0.0,-300000.0,21
Amidst the Devil's Wings,tt3976258,4.0,33,1,US,2014,90.0,Crime,Daniel Columbie,66,300000.0,0.0,0.0,-300000.0,21
Amidst the Devil's Wings,tt3976258,4.0,33,1,US,2014,90.0,Drama,Daniel Columbie,66,300000.0,0.0,0.0,-300000.0,21
Amigo,tt1562847,5.9,514,1,RU,2010,124.0,Drama,John Sayles,94,1500000.0,184705.0,0.0,-1315295.0,35
Amigo,tt1562847,5.9,514,1,RU,2010,124.0,War,John Sayles,94,1500000.0,184705.0,0.0,-1315295.0,35
Amnesiac,tt2837336,4.3,3129,1,US,2014,90.0,Drama,Michael Polish,72,3000000.0,0.0,0.0,-3000000.0,1
Amnesiac,tt2837336,4.3,3129,1,US,2014,90.0,Horror,Michael Polish,72,3000000.0,0.0,0.0,-3000000.0,1
Amnesiac,tt2837336,4.3,3129,1,US,2014,90.0,Mystery,Michael Polish,72,3000000.0,0.0,0.0,-3000000.0,1
Amour,tt1602620,7.9,84960,10,PT,2012,127.0,Drama,Michael Haneke,51,9700000.0,6738954.0,30048090.0,27087044.0,13
Amour,tt1602620,7.9,84960,10,PT,2012,127.0,Romance,Michael Haneke,51,9700000.0,6738954.0,30048090.0,27087044.0,13
Anderson's Cross,tt0393049,5.5,106,1,US,2010,98.0,Comedy,Jerome Elston Scott,65,300000.0,0.0,0.0,-300000.0,36
Anderson's Cross,tt0393049,5.5,106,1,US,2010,98.0,Drama,Jerome Elston Scott,65,300000.0,0.0,0.0,-300000.0,36
Anderson's Cross,tt0393049,5.5,106,1,US,2010,98.0,Romance,Jerome Elston Scott,65,300000.0,0.0,0.0,-300000.0,36
Animals,tt1298530,6.2,758,1,ES,2012,94.0,Drama,Marçal Forés,34,5500000.0,0.0,0.0,-5500000.0,37
Animals,tt1298530,6.2,758,1,ES,2012,94.0,Fantasy,Marçal Forés,34,5500000.0,0.0,0.0,-5500000.0,37
Anna,tt1715336,6.5,19733,10,PL,2013,99.0,Drama,Jorge Dorado,64,4357373.0,0.0,1200000.0,-3157373.0,38
Anna,tt1715336,6.5,19733,10,PL,2013,99.0,Mystery,Jorge Dorado,64,4357373.0,0.0,1200000.0,-3157373.0,38
Anna,tt1715336,6.5,19733,10,PL,2013,99.0,Sci-Fi,Jorge Dorado,64,4357373.0,0.0,1200000.0,-3157373.0,38
Anna Karenina,tt1781769,6.6,84668,10,HU,2012,129.0,Drama,Joe Wright,13,49000000.0,12816367.0,58188260.0,22004627.0,13
Anna Karenina,tt1781769,6.6,84668,10,HU,2012,129.0,Romance,Joe Wright,13,49000000.0,12816367.0,58188260.0,22004627.0,13
Annabelle: Creation,tt5140878,6.5,90402,11,IT,2017,109.0,Horror,David F. Sandberg,2,15000000.0,102092201.0,203292664.0,290384865.0,39
Annabelle: Creation,tt5140878,6.5,90402,11,IT,2017,109.0,Mystery,David F. Sandberg,2,15000000.0,102092201.0,203292664.0,290384865.0,39
Annabelle: Creation,tt5140878,6.5,90402,11,IT,2017,109.0,Thriller,David F. Sandberg,2,15000000.0,102092201.0,203292664.0,290384865.0,39
Anomalisa,tt2401878,7.3,58010,10,IL,2015,90.0,Animation,Duke Johnson,6,8000000.0,3759286.0,1946882.0,-2293832.0,40
Anomalisa,tt2401878,7.3,58010,10,IL,2015,90.0,Comedy,Duke Johnson,6,8000000.0,3759286.0,1946882.0,-2293832.0,40
Anomalisa,tt2401878,7.3,58010,10,IL,2015,90.0,Drama,Duke Johnson,6,8000000.0,3759286.0,1946882.0,-2293832.0,40
Another Earth,tt1549572,7.0,85839,10,PT,2011,92.0,Drama,Mike Cahill,48,175000.0,1321194.0,781585.0,1927779.0,41
Another Earth,tt1549572,7.0,85839,10,PT,2011,92.0,Romance,Mike Cahill,48,175000.0,1321194.0,781585.0,1927779.0,41
Another Earth,tt1549572,7.0,85839,10,PT,2011,92.0,Sci-Fi,Mike Cahill,48,175000.0,1321194.0,781585.0,1927779.0,41
Another Happy Day,tt1719071,6.0,3793,11,US,2011,119.0,Comedy,Sam Levinson,52,4000000.0,9120.0,969407.0,-3021473.0,20
Another Happy Day,tt1719071,6.0,3793,11,US,2011,119.0,Drama,Sam Levinson,52,4000000.0,9120.0,969407.0,-3021473.0,20
Another Year,tt3508808,6.6,294,1,RU,2014,107.0,Drama,Oksana Bychkova,8,8000000.0,3205706.0,16799907.0,12005613.0,13
Another Year,tt3508808,6.6,294,1,RU,2014,107.0,Romance,Oksana Bychkova,8,8000000.0,3205706.0,16799907.0,12005613.0,13
Ant-Man and the Wasp,tt5095030,7.1,244024,10,LT,2018,118.0,Action,Peyton Reed,41,130000000.0,216648740.0,406495920.0,493144660.0,42
Ant-Man and the Wasp,tt5095030,7.1,244024,10,LT,2018,118.0,Adventure,Peyton Reed,41,130000000.0,216648740.0,406495920.0,493144660.0,42
Ant-Man and the Wasp,tt5095030,7.1,244024,10,LT,2018,118.0,Comedy,Peyton Reed,41,130000000.0,216648740.0,406495920.0,493144660.0,42
Antarctica: A Year on Ice,tt2361700,7.6,3004,1,RU,2013,91.0,Adventure,Anthony Powell,71,1000000.0,288757.0,0.0,-711243.0,43
Antarctica: A Year on Ice,tt2361700,7.6,3004,1,RU,2013,91.0,Biography,Anthony Powell,71,1000000.0,288757.0,0.0,-711243.0,43
Antarctica: A Year on Ice,tt2361700,7.6,3004,1,RU,2013,91.0,Documentary,Anthony Powell,71,1000000.0,288757.0,0.0,-711243.0,43
Antiviral,tt2099556,5.7,11025,1,EE,2012,108.0,Horror,Brandon Cronenberg,63,3100000.0,0.0,123407.0,-2976593.0,44
Antiviral,tt2099556,5.7,11025,1,EE,2012,108.0,Sci-Fi,Brandon Cronenberg,63,3100000.0,0.0,123407.0,-2976593.0,44
Antiviral,tt2099556,5.7,11025,1,EE,2012,108.0,Thriller,Brandon Cronenberg,63,3100000.0,0.0,123407.0,-2976593.0,44
Archaeology of a Woman,tt1702455,7.9,16,1,US,2012,94.0,Drama,Sharon Greytak,38,200000.0,0.0,0.0,-200000.0,5
Area 51,tt1519461,4.2,11537,1,US,2015,91.0,Horror,Oren Peli,81,5000000.0,7556.0,0.0,-4992444.0,44
Area 51,tt1519461,4.2,11537,1,US,2015,91.0,Sci-Fi,Oren Peli,81,5000000.0,7556.0,0.0,-4992444.0,44
Area 51,tt1519461,4.2,11537,1,US,2015,91.0,Thriller,Oren Peli,81,5000000.0,7556.0,0.0,-4992444.0,44
Arthur,tt1334512,5.7,49013,10,ES,2011,110.0,Comedy,Jason Winer,67,40000000.0,33035397.0,14752546.0,7787943.0,24
Arthur,tt1334512,5.7,49013,10,ES,2011,110.0,Romance,Jason Winer,67,40000000.0,33035397.0,14752546.0,7787943.0,24
Arthur Christmas,tt1430607,7.1,45439,10,CO,2011,97.0,Adventure,Sarah Smith,14,85000000.0,46462469.0,103254655.0,64717124.0,32
Arthur Christmas,tt1430607,7.1,45439,10,CO,2011,97.0,Animation,Sarah Smith,14,85000000.0,46462469.0,103254655.0,64717124.0,32
Arthur Christmas,tt1430607,7.1,45439,10,CO,2011,97.0,Comedy,Sarah Smith,14,85000000.0,46462469.0,103254655.0,64717124.0,32
As It Is in Heaven,tt2176228,7.3,73,1,US,2014,86.0,Drama,Joshua Overbay,100,450000.0,13486.0,0.0,-436514.0,5
Ask Me Anything,tt2505294,6.1,10680,1,RU,2014,100.0,Drama,Allison Burnett,33,950000.0,0.0,0.0,-950000.0,5
Assassins,tt2385003,4.4,73,1,US,2014,84.0,Action,Michael Bonomo,63,50000000.0,30306268.0,53000000.0,33306268.0,45
Assassins,tt2385003,4.4,73,1,US,2014,84.0,Drama,Michael Bonomo,63,50000000.0,30306268.0,53000000.0,33306268.0,45
Assassins,tt2385003,4.4,73,1,US,2014,84.0,Thriller,Michael Bonomo,63,50000000.0,30306268.0,53000000.0,33306268.0,45
Atlas Shrugged: Who Is John Galt?,tt2800038,4.4,2661,2,PL,2014,99.0,Drama,James Manera,60,5000000.0,851690.0,0.0,-4148310.0,38
Atlas Shrugged: Who Is John Galt?,tt2800038,4.4,2661,2,PL,2014,99.0,Mystery,James Manera,60,5000000.0,851690.0,0.0,-4148310.0,38
Atlas Shrugged: Who Is John Galt?,tt2800038,4.4,2661,2,PL,2014,99.0,Sci-Fi,James Manera,60,5000000.0,851690.0,0.0,-4148310.0,38
