title,movie_id,averagerating,numvotes,ordering,region,year,runtime_minutes,genres,directors,id,production_budget,domestic_gross,foreign_gross,profit,genres_numeric
The Glass House,tt3106750,7.4,8,1,US,2014,95.0,Drama,Steven Summers,33,22000000.0,17951431.0,4910354.0,861785.0,12
The Glass House,tt3106750,7.4,8,1,US,2014,95.0,Thriller,Steven Summers,33,22000000.0,17951431.0,4910354.0,861785.0,12
The Golden Child,tt3506476,5.7,7,2,TW,2012,86.0,Drama,She Wei Chou,47,12000000.0,79817937.0,0.0,67817937.0,5
The Good Dinosaur,tt1979388,6.7,91465,10,US,2015,93.0,Adventure,Peter Sohn,73,187500000.0,123087120.0,210683917.0,146271037.0,32
The Good Dinosaur,tt1979388,6.7,91465,10,US,2015,93.0,Animation,Peter Sohn,73,187500000.0,123087120.0,210683917.0,146271037.0,32
The Good Dinosaur,tt1979388,6.7,91465,10,US,2015,93.0,Comedy,Peter Sohn,73,187500000.0,123087120.0,210683917.0,146271037.0,32
The Grace Card,tt1544600,6.6,2488,10,PT,2010,101.0,Drama,David G. Evans,18,200000.0,2430735.0,0.0,2230735.0,5
The Great Gatsby,tt1343092,7.3,433165,10,DE,2013,143.0,Drama,Baz Luhrmann,70,190000000.0,144840419.0,206200000.0,161040419.0,13
The Great Gatsby,tt1343092,7.3,433165,10,DE,2013,143.0,Romance,Baz Luhrmann,70,190000000.0,144840419.0,206200000.0,161040419.0,13
The Great Wall,tt7535780,6.5,24,1,IE,2017,72.0,Documentary,Tadhg O'Sullivan,92,150000000.0,45157105.0,289329747.0,184486852.0,11
The Greatest Showman,tt1485796,7.6,199663,10,UY,2017,105.0,Biography,Michael Gracey,25,84000000.0,174340174.0,212325376.0,302665550.0,191
The Greatest Showman,tt1485796,7.6,199663,10,UY,2017,105.0,Drama,Michael Gracey,25,84000000.0,174340174.0,212325376.0,302665550.0,191
The Greatest Showman,tt1485796,7.6,199663,10,UY,2017,105.0,Musical,Michael Gracey,25,84000000.0,174340174.0,212325376.0,302665550.0,191
The Guardian,tt5594956,6.7,19,1,US,2016,72.0,Action,Logan Taaffe,22,70000000.0,55011732.0,39961808.0,24973540.0,192
The Guardian,tt5594956,6.7,19,1,US,2016,72.0,Mystery,Logan Taaffe,22,70000000.0,55011732.0,39961808.0,24973540.0,192
The Guardian,tt5594956,6.7,19,1,US,2016,72.0,Sci-Fi,Logan Taaffe,22,70000000.0,55011732.0,39961808.0,24973540.0,192
The Gunman,tt2515034,5.8,36053,11,CL,2015,115.0,Action,Pierre Morel,15,40000000.0,10664749.0,7929478.0,-21405773.0,21
The Gunman,tt2515034,5.8,36053,11,CL,2015,115.0,Crime,Pierre Morel,15,40000000.0,10664749.0,7929478.0,-21405773.0,21
The Gunman,tt2515034,5.8,36053,11,CL,2015,115.0,Drama,Pierre Morel,15,40000000.0,10664749.0,7929478.0,-21405773.0,21
The Hadza: Last of the First,tt2139721,7.7,10,1,US,2014,71.0,Documentary,Bill Benenson,3,650000.0,0.0,0.0,-650000.0,11
The Hammer,tt1094666,7.0,1613,1,HU,2010,108.0,Biography,Oren Kaplan,50,850000.0,442638.0,0.0,-407362.0,9
The Hammer,tt1094666,7.0,1613,1,HU,2010,108.0,Drama,Oren Kaplan,50,850000.0,442638.0,0.0,-407362.0,9
The Hammer,tt1094666,7.0,1613,1,HU,2010,108.0,Sport,Oren Kaplan,50,850000.0,442638.0,0.0,-407362.0,9
The Hangover Part II,tt1411697,6.5,432800,10,GR,2011,102.0,Comedy,Todd Phillips,39,80000000.0,254464305.0,332000000.0,506464305.0,193
The Hangover Part II,tt1411697,6.5,432800,10,GR,2011,102.0,Mystery,Todd Phillips,39,80000000.0,254464305.0,332000000.0,506464305.0,193
The Hatching,tt2938464,4.0,662,2,GB,2017,90.0,Action,Michael Anderson,99,5000000.0,0.0,0.0,-5000000.0,42
The Hatching,tt2938464,4.0,662,2,GB,2017,90.0,Adventure,Michael Anderson,99,5000000.0,0.0,0.0,-5000000.0,42
The Hatching,tt2938464,4.0,662,2,GB,2017,90.0,Comedy,Michael Anderson,99,5000000.0,0.0,0.0,-5000000.0,42
The Hateful Eight,tt3460252,7.8,434966,10,MX,2015,168.0,Crime,Quentin Tarantino,33,62000000.0,54117416.0,93747470.0,85864886.0,30
The Hateful Eight,tt3460252,7.8,434966,10,MX,2015,168.0,Drama,Quentin Tarantino,33,62000000.0,54117416.0,93747470.0,85864886.0,30
The Hateful Eight,tt3460252,7.8,434966,10,MX,2015,168.0,Mystery,Quentin Tarantino,33,62000000.0,54117416.0,93747470.0,85864886.0,30
The History of Love,tt0443533,6.3,1024,10,IT,2016,134.0,Drama,Radu Mihaileanu,12,20000000.0,0.0,476624.0,-19523376.0,194
The History of Love,tt0443533,6.3,1024,10,IT,2016,134.0,Romance,Radu Mihaileanu,12,20000000.0,0.0,476624.0,-19523376.0,194
The History of Love,tt0443533,6.3,1024,10,IT,2016,134.0,War,Radu Mihaileanu,12,20000000.0,0.0,476624.0,-19523376.0,194
The Hit List,tt1575694,5.4,11081,10,TR,2011,90.0,Action,William Kaufman,95,6000000.0,0.0,0.0,-6000000.0,14
The Hit List,tt1575694,5.4,11081,10,TR,2011,90.0,Thriller,William Kaufman,95,6000000.0,0.0,0.0,-6000000.0,14
The Hobbit: The Battle of the Five Armies,tt2310332,7.4,438621,10,SE,2014,144.0,Adventure,Peter Jackson,22,250000000.0,255119788.0,690457833.0,695577621.0,131
The Hobbit: The Battle of the Five Armies,tt2310332,7.4,438621,10,SE,2014,144.0,Fantasy,Peter Jackson,22,250000000.0,255119788.0,690457833.0,695577621.0,131
The Homesman,tt2398231,6.6,27724,10,GR,2014,122.0,Drama,Tommy Lee Jones,70,16000000.0,2429989.0,5787582.0,-7782429.0,149
The Homesman,tt2398231,6.6,27724,10,GR,2014,122.0,Western,Tommy Lee Jones,70,16000000.0,2429989.0,5787582.0,-7782429.0,149
The Host,tt5537146,6.4,8,1,GB,2015,60.0,Documentary,Miranda Pennell,68,50000000.0,26623701.0,37853350.0,14477051.0,11
The House,tt1961562,4.6,50,1,CA,2011,109.0,Drama,Desiree Lim,86,40000000.0,25584504.0,5607921.0,-8807575.0,70
The House,tt1961562,4.6,50,1,CA,2011,109.0,Mystery,Desiree Lim,86,40000000.0,25584504.0,5607921.0,-8807575.0,70
The House,tt1961562,4.6,50,1,CA,2011,109.0,Thriller,Desiree Lim,86,40000000.0,25584504.0,5607921.0,-8807575.0,70
The Hunted,tt2322932,6.5,53,1,US,2015,90.0,Action,Robert Chapin,28,55000000.0,34234008.0,12979087.0,-7786905.0,106
The Hunted,tt2322932,6.5,53,1,US,2015,90.0,Comedy,Robert Chapin,28,55000000.0,34234008.0,12979087.0,-7786905.0,106
The Hunted,tt2322932,6.5,53,1,US,2015,90.0,Horror,Robert Chapin,28,55000000.0,34234008.0,12979087.0,-7786905.0,106
The Hurricane Heist,tt5360952,5.1,15326,10,US,2018,103.0,Action,Rob Cohen,22,40000000.0,6115824.0,24847860.0,-9036316.0,123
The Hurricane Heist,tt5360952,5.1,15326,10,US,2018,103.0,Adventure,Rob Cohen,22,40000000.0,6115824.0,24847860.0,-9036316.0,123
The Hurricane Heist,tt5360952,5.1,15326,10,US,2018,103.0,Crime,Rob Cohen,22,40000000.0,6115824.0,24847860.0,-9036316.0,123
The Iceman,tt1491044,6.9,65571,10,GR,2012,106.0,Biography,Ariel Vromen,81,10000000.0,1930282.0,1693327.0,-6376391.0,61
The Iceman,tt1491044,6.9,65571,10,GR,2012,106.0,Crime,Ariel Vromen,81,10000000.0,1930282.0,1693327.0,-6376391.0,61
The Iceman,tt1491044,6.9,65571,10,GR,2012,106.0,Drama,Ariel Vromen,81,10000000.0,1930282.0,1693327.0,-6376391.0,61
The Ides of March,tt1124035,7.1,207417,10,NO,2011,101.0,Drama,George Clooney,76,23000000.0,40962534.0,36773391.0,54735925.0,12
The Ides of March,tt1124035,7.1,207417,10,NO,2011,101.0,Thriller,George Clooney,76,23000000.0,40962534.0,36773391.0,54735925.0,12
The Immigrant,tt1951181,6.6,26618,10,GR,2013,120.0,Drama,James Gray,72,16000000.0,2013456.0,5571555.0,-8414989.0,13
The Immigrant,tt1951181,6.6,26618,10,GR,2013,120.0,Romance,James Gray,72,16000000.0,2013456.0,5571555.0,-8414989.0,13
The Incredible Burt Wonderstone,tt0790628,5.9,67549,10,FR,2013,100.0,Adventure,Don Scardino,7,32000000.0,22537881.0,4854728.0,-4607391.0,195
The Incredible Burt Wonderstone,tt0790628,5.9,67549,10,FR,2013,100.0,Comedy,Don Scardino,7,32000000.0,22537881.0,4854728.0,-4607391.0,195
The Incredible Burt Wonderstone,tt0790628,5.9,67549,10,FR,2013,100.0,Fantasy,Don Scardino,7,32000000.0,22537881.0,4854728.0,-4607391.0,195
The Innkeepers,tt1594562,5.5,31089,10,RO,2011,101.0,Drama,Ti West,78,750000.0,78396.0,933139.0,261535.0,1
The Innkeepers,tt1594562,5.5,31089,10,RO,2011,101.0,Horror,Ti West,78,750000.0,78396.0,933139.0,261535.0,1
The Innkeepers,tt1594562,5.5,31089,10,RO,2011,101.0,Mystery,Ti West,78,750000.0,78396.0,933139.0,261535.0,1
The Intern,tt2361509,7.1,191494,10,US,2015,121.0,Comedy,Nancy Meyers,6,40000000.0,75764672.0,121351038.0,157115710.0,20
The Intern,tt2361509,7.1,191494,10,US,2015,121.0,Drama,Nancy Meyers,6,40000000.0,75764672.0,121351038.0,157115710.0,20
The Iron Lady,tt1007029,6.4,96066,10,GR,2011,105.0,Biography,Phyllida Lloyd,90,14000000.0,29959436.0,85632668.0,101592104.0,132
The Iron Lady,tt1007029,6.4,96066,10,GR,2011,105.0,Drama,Phyllida Lloyd,90,14000000.0,29959436.0,85632668.0,101592104.0,132
The Island,tt8755316,6.2,1001,1,CN,2018,134.0,Comedy,Bo Huang,100,120000000.0,35818913.0,127200000.0,43018913.0,20
The Island,tt8755316,6.2,1001,1,CN,2018,134.0,Drama,Bo Huang,100,120000000.0,35818913.0,127200000.0,43018913.0,20
The Joneses,tt4360484,5.9,15,1,GB,2016,80.0,Biography,Moby Longinotto,88,10000000.0,1475746.0,2065819.0,-6458435.0,51
The Joneses,tt4360484,5.9,15,1,GB,2016,80.0,Documentary,Moby Longinotto,88,10000000.0,1475746.0,2065819.0,-6458435.0,51
The Journey,tt3025936,7.9,42,2,AU,2014,112.0,Adventure,Lance Nielsen,59,500000.0,19800.0,0.0,-480200.0,196
The Journey,tt3025936,7.9,42,2,AU,2014,112.0,Drama,Lance Nielsen,59,500000.0,19800.0,0.0,-480200.0,196
The Journey,tt3025936,7.9,42,2,AU,2014,112.0,Mystery,Lance Nielsen,59,500000.0,19800.0,0.0,-480200.0,196
The Judge,tt6246092,7.3,84,1,US,2017,76.0,Documentary,Erika Cohn,41,50000000.0,47119388.0,29000000.0,26119388.0,11
The Jungle Book,tt3040964,7.4,240821,10,VN,2016,106.0,Adventure,Jon Favreau,97,175000000.0,364001123.0,598853424.0,787854547.0,197
The Jungle Book,tt3040964,7.4,240821,10,VN,2016,106.0,Drama,Jon Favreau,97,175000000.0,364001123.0,598853424.0,787854547.0,197
The Jungle Book,tt3040964,7.4,240821,10,VN,2016,106.0,Family,Jon Favreau,97,175000000.0,364001123.0,598853424.0,787854547.0,197
The Juror,tt6985094,6.3,13,1,XWW,2019,114.0,Drama,Seung-wan Hong,32,44000000.0,22730924.0,0.0,-21269076.0,5
The Kid,tt1371160,6.9,1206,1,GB,2010,111.0,Drama,Nick Moran,94,65000000.0,69688384.0,0.0,4688384.0,5
The Kids Are All Right,tt0842926,7.0,120656,10,UY,2010,106.0,Comedy,Lisa Cholodenko,87,4000000.0,20811365.0,15464104.0,32275469.0,36
The Kids Are All Right,tt0842926,7.0,120656,10,UY,2010,106.0,Drama,Lisa Cholodenko,87,4000000.0,20811365.0,15464104.0,32275469.0,36
The Kids Are All Right,tt0842926,7.0,120656,10,UY,2010,106.0,Romance,Lisa Cholodenko,87,4000000.0,20811365.0,15464104.0,32275469.0,36
The Lady in the Van,tt3722070,6.7,23105,10,XWW,2015,104.0,Biography,Nicholas Hytner,47,6000000.0,10021175.0,32299328.0,36320503.0,52
The Lady in the Van,tt3722070,6.7,23105,10,XWW,2015,104.0,Comedy,Nicholas Hytner,47,6000000.0,10021175.0,32299328.0,36320503.0,52
The Lady in the Van,tt3722070,6.7,23105,10,XWW,2015,104.0,Drama,Nicholas Hytner,47,6000000.0,10021175.0,32299328.0,36320503.0,52
The Last Airbender,tt0938283,4.1,137734,10,RU,2010,103.0,Action,M. Night Shyamalan,83,150000000.0,131772187.0,187941694.0,169713881.0,148
The Last Airbender,tt0938283,4.1,137734,10,RU,2010,103.0,Adventure,M. Night Shyamalan,83,150000000.0,131772187.0,187941694.0,169713881.0,148
The Last Airbender,tt0938283,4.1,137734,10,RU,2010,103.0,Family,M. Night Shyamalan,83,150000000.0,131772187.0,187941694.0,169713881.0,148
The Last Five Years,tt2474024,5.9,8735,10,PL,2014,94.0,Comedy,Richard LaGravenese,51,2000000.0,147299.0,57999.0,-1794702.0,163
The Last Five Years,tt2474024,5.9,8735,10,PL,2014,94.0,Drama,Richard LaGravenese,51,2000000.0,147299.0,57999.0,-1794702.0,163
The Last Five Years,tt2474024,5.9,8735,10,PL,2014,94.0,Musical,Richard LaGravenese,51,2000000.0,147299.0,57999.0,-1794702.0,163
The Last Godfather,tt1584131,3.7,1071,2,RS,2010,100.0,Comedy,Hyung-rae Shim,41,13400000.0,164247.0,0.0,-13235753.0,198
The Last Godfather,tt1584131,3.7,1071,2,RS,2010,100.0,Crime,Hyung-rae Shim,41,13400000.0,164247.0,0.0,-13235753.0,198
The Last Godfather,tt1584131,3.7,1071,2,RS,2010,100.0,Romance,Hyung-rae Shim,41,13400000.0,164247.0,0.0,-13235753.0,198
The Last Shot,tt1754651,8.0,9,1,US,2010,47.0,Action,Emilio Rodriguez,36,40000000.0,463730.0,0.0,-39536270.0,62
The Last Song,tt1294226,6.0,74914,11,PL,2010,107.0,Drama,Julie Anne Robinson,15,20000000.0,62950384.0,29728564.0,72678948.0,60
The Last Song,tt1294226,6.0,74914,11,PL,2010,107.0,Music,Julie Anne Robinson,15,20000000.0,62950384.0,29728564.0,72678948.0,60
The Last Song,tt1294226,6.0,74914,11,PL,2010,107.0,Romance,Julie Anne Robinson,15,20000000.0,62950384.0,29728564.0,72678948.0,60
The Last Station,tt3436064,7.6,10,2,XWW,2012,90.0,Documentary,Catalina Vergara,25,18000000.0,6617867.0,9078279.0,-2303854.0,11
The Lazarus Effect,tt2918436,5.2,37675,10,VN,2015,83.0,Horror,David Gelb,76,5000000.0,25801570.0,12557740.0,33359310.0,199
The Lazarus Effect,tt2918436,5.2,37675,10,VN,2015,83.0,Mystery,David Gelb,76,5000000.0,25801570.0,12557740.0,33359310.0,199
The Lazarus Effect,tt2918436,5.2,37675,10,VN,2015,83.0,Sci-Fi,David Gelb,76,5000000.0,25801570.0,12557740.0,33359310.0,199
The Lego Batman Movie,tt4116284,7.3,116433,10,CA,2017,104.0,Action,Chris McKay,41,80000000.0,175750384.0,134909634.0,230660018.0,182
The Lego Batman Movie,tt4116284,7.3,116433,10,CA,2017,104.0,Animation,Chris McKay,41,80000000.0,175750384.0,134909634.0,230660018.0,182
The Lego Batman Movie,tt4116284,7.3,116433,10,CA,2017,104.0,Comedy,Chris McKay,41,80000000.0,175750384.0,134909634.0,230660018.0,182
The Lego Movie,tt1490017,7.8,304179,10,RS,2014,100.0,Action,Phil Lord,44,60000000.0,257784718.0,199944670.0,397729388.0,63
The Lego Movie,tt1490017,7.8,304179,10,RS,2014,100.0,Adventure,Phil Lord,44,60000000.0,257784718.0,199944670.0,397729388.0,63
The Lego Movie,tt1490017,7.8,304179,10,RS,2014,100.0,Animation,Phil Lord,44,60000000.0,257784718.0,199944670.0,397729388.0,63
The Lego Ninjago Movie,tt3014284,6.0,18926,10,FI,2017,101.0,Action,Charlie Bean,20,70000000.0,59281555.0,63455646.0,52737201.0,63
The Lego Ninjago Movie,tt3014284,6.0,18926,10,FI,2017,101.0,Adventure,Charlie Bean,20,70000000.0,59281555.0,63455646.0,52737201.0,63
The Lego Ninjago Movie,tt3014284,6.0,18926,10,FI,2017,101.0,Animation,Charlie Bean,20,70000000.0,59281555.0,63455646.0,52737201.0,63
The Light Between Oceans,tt2547584,7.2,46247,10,CL,2016,133.0,Drama,Derek Cianfrance,34,20000000.0,12545979.0,9735753.0,2281732.0,13
The Light Between Oceans,tt2547584,7.2,46247,10,CL,2016,133.0,Romance,Derek Cianfrance,34,20000000.0,12545979.0,9735753.0,2281732.0,13
The Lincoln Lawyer,tt1189340,7.3,196109,10,HR,2011,118.0,Crime,Brad Furman,25,40000000.0,58009200.0,29135886.0,47145086.0,16
The Lincoln Lawyer,tt1189340,7.3,196109,10,HR,2011,118.0,Drama,Brad Furman,25,40000000.0,58009200.0,29135886.0,47145086.0,16
The Lincoln Lawyer,tt1189340,7.3,196109,10,HR,2011,118.0,Thriller,Brad Furman,25,40000000.0,58009200.0,29135886.0,47145086.0,16
The Lion of Judah,tt1212022,3.8,511,1,DE,2011,87.0,Animation,Deryck Broom,12,1500000.0,0.0,0.0,-1500000.0,88
The Little Prince,tt1754656,7.7,50015,10,SI,2015,108.0,Adventure,Mark Osborne,19,77500000.0,1311213.0,100717706.0,24528919.0,177
The Little Prince,tt1754656,7.7,50015,10,SI,2015,108.0,Animation,Mark Osborne,19,77500000.0,1311213.0,100717706.0,24528919.0,177
The Little Prince,tt1754656,7.7,50015,10,SI,2015,108.0,Drama,Mark Osborne,19,77500000.0,1311213.0,100717706.0,24528919.0,177
The Looking Glass,tt2912776,5.8,156,1,US,2015,110.0,Drama,John D. Hancock,58,300000.0,1711.0,0.0,-298289.0,109
The Looking Glass,tt2912776,5.8,156,1,US,2015,110.0,Music,John D. Hancock,58,300000.0,1711.0,0.0,-298289.0,109
The Losers,tt3746918,1.7,70,2,TW,2013,112.0,Drama,Yi-an Lou,44,25000000.0,23591432.0,6272408.0,4863840.0,5
The Lost Medallion: The Adventures of Billy Stone,tt1390539,4.9,1502,10,BR,2013,97.0,Adventure,Bill Muir,31,2500000.0,549632.0,0.0,-1950368.0,154
The Lost Medallion: The Adventures of Billy Stone,tt1390539,4.9,1502,10,BR,2013,97.0,Family,Bill Muir,31,2500000.0,549632.0,0.0,-1950368.0,154
The Lost Medallion: The Adventures of Billy Stone,tt1390539,4.9,1502,10,BR,2013,97.0,Fantasy,Bill Muir,31,2500000.0,549632.0,0.0,-1950368.0,154
The Lucky One,tt1327194,6.5,94359,10,RO,2012,101.0,Drama,Scott Hicks,87,25000000.0,60457138.0,36176695.0,71633833.0,13
The Lucky One,tt1327194,6.5,94359,10,RO,2012,101.0,Romance,Scott Hicks,87,25000000.0,60457138.0,36176695.0,71633833.0,13
The Maid's Room,tt2263814,4.5,882,1,US,2013,98.0,Thriller,Michael Walker,18,600000.0,0.0,0.0,-600000.0,49
The Man,tt1740683,6.3,513,1,DE,2017,94.0,Drama,Charlotte Sieling,54,20000000.0,8330720.0,2062976.0,-9606304.0,5
The Man Who Knew Infinity,tt0787524,7.2,43575,10,SI,2015,108.0,Biography,Matt Brown,67,10000000.0,3877922.0,8504200.0,2382122.0,132
The Man Who Knew Infinity,tt0787524,7.2,43575,10,SI,2015,108.0,Drama,Matt Brown,67,10000000.0,3877922.0,8504200.0,2382122.0,132
The Messenger,tt2176244,8.0,43,1,US,2012,74.0,Drama,Kade Mendelowitz,1,6500000.0,1109660.0,635292.0,-4755048.0,5
The Mule,tt2130270,6.3,5788,1,HU,2014,103.0,Comedy,Tony Mahony,100,50000000.0,103804407.0,67053269.0,120857676.0,18
The Mule,tt2130270,6.3,5788,1,HU,2014,103.0,Crime,Tony Mahony,100,50000000.0,103804407.0,67053269.0,120857676.0,18
The Mule,tt2130270,6.3,5788,1,HU,2014,103.0,Drama,Tony Mahony,100,50000000.0,103804407.0,67053269.0,120857676.0,18
The Mummy,tt2345759,5.5,154345,10,MX,2017,110.0,Action,Alex Kurtzman,65,195000000.0,80101125.0,329852780.0,214953905.0,79
The Mummy,tt2345759,5.5,154345,10,MX,2017,110.0,Adventure,Alex Kurtzman,65,195000000.0,80101125.0,329852780.0,214953905.0,79
The Mummy,tt2345759,5.5,154345,10,MX,2017,110.0,Fantasy,Alex Kurtzman,65,195000000.0,80101125.0,329852780.0,214953905.0,79
The Muppets,tt1204342,7.1,82752,10,EE,2011,103.0,Adventure,James Bobin,64,45000000.0,88625922.0,72346000.0,115971922.0,117
The Muppets,tt1204342,7.1,82752,10,EE,2011,103.0,Comedy,James Bobin,64,45000000.0,88625922.0,72346000.0,115971922.0,117
The Muppets,tt1204342,7.1,82752,10,EE,2011,103.0,Family,James Bobin,64,45000000.0,88625922.0,72346000.0,115971922.0,117
The Muse,tt2076954,5.8,65,1,US,2014,90.0,Horror,Rufus Chaffee,94,15000000.0,11614954.0,0.0,-3385046.0,119
The Muse,tt2076954,5.8,65,1,US,2014,90.0,Music,Rufus Chaffee,94,15000000.0,11614954.0,0.0,-3385046.0,119
The Muse,tt2076954,5.8,65,1,US,2014,90.0,Thriller,Rufus Chaffee,94,15000000.0,11614954.0,0.0,-3385046.0,119
The Neon Demon,tt1974419,6.2,72359,10,PT,2016,117.0,Horror,Nicolas Winding Refn,68,7500000.0,1333124.0,2226679.0,-3940197.0,4
The Neon Demon,tt1974419,6.2,72359,10,PT,2016,117.0,Thriller,Nicolas Winding Refn,68,7500000.0,1333124.0,2226679.0,-3940197.0,4
The New World,tt4354276,5.1,47,1,HU,2015,90.0,Drama,Elzbieta Benkowska,72,30000000.0,12712093.0,13472307.0,-3815600.0,5
The Nice Guys,tt3799694,7.4,240337,10,HR,2016,116.0,Action,Shane Black,56,50000000.0,36261763.0,23334984.0,9596747.0,53
The Nice Guys,tt3799694,7.4,240337,10,HR,2016,116.0,Comedy,Shane Black,56,50000000.0,36261763.0,23334984.0,9596747.0,53
The Nice Guys,tt3799694,7.4,240337,10,HR,2016,116.0,Crime,Shane Black,56,50000000.0,36261763.0,23334984.0,9596747.0,53
The Night Visitor,tt2797642,4.8,95,1,US,2013,91.0,Horror,Jennifer Blanc-Biehn,98,100000.0,0.0,0.0,-100000.0,44
The Night Visitor,tt2797642,4.8,95,1,US,2013,91.0,Sci-Fi,Jennifer Blanc-Biehn,98,100000.0,0.0,0.0,-100000.0,44
The Night Visitor,tt2797642,4.8,95,1,US,2013,91.0,Thriller,Jennifer Blanc-Biehn,98,100000.0,0.0,0.0,-100000.0,44
The November Man,tt2402157,6.3,59293,10,TR,2014,108.0,Action,Roger Donaldson,61,15000000.0,25018119.0,9802216.0,19820335.0,64
The November Man,tt2402157,6.3,59293,10,TR,2014,108.0,Crime,Roger Donaldson,61,15000000.0,25018119.0,9802216.0,19820335.0,64
The November Man,tt2402157,6.3,59293,10,TR,2014,108.0,Thriller,Roger Donaldson,61,15000000.0,25018119.0,9802216.0,19820335.0,64
The Nut Job 2: Nutty by Nature,tt3486626,5.5,4820,10,DK,2017,91.0,Adventure,Cal Brunker,81,40000000.0,28370522.0,29067867.0,17438389.0,32
The Nut Job 2: Nutty by Nature,tt3486626,5.5,4820,10,DK,2017,91.0,Animation,Cal Brunker,81,40000000.0,28370522.0,29067867.0,17438389.0,32
The Nut Job 2: Nutty by Nature,tt3486626,5.5,4820,10,DK,2017,91.0,Comedy,Cal Brunker,81,40000000.0,28370522.0,29067867.0,17438389.0,32
The Nutcracker and the Four Realms,tt5523010,5.5,18734,10,UY,2018,99.0,Adventure,Joe Johnston,35,132900000.0,54858851.0,115435048.0,37393899.0,154
The Nutcracker and the Four Realms,tt5523010,5.5,18734,10,UY,2018,99.0,Family,Joe Johnston,35,132900000.0,54858851.0,115435048.0,37393899.0,154
The Nutcracker and the Four Realms,tt5523010,5.5,18734,10,UY,2018,99.0,Fantasy,Joe Johnston,35,132900000.0,54858851.0,115435048.0,37393899.0,154
The Odd Life of Timothy Green,tt1462769,6.6,42770,10,JP,2012,105.0,Comedy,Peter Hedges,36,40000000.0,51853450.0,3395709.0,15249159.0,77
The Odd Life of Timothy Green,tt1462769,6.6,42770,10,JP,2012,105.0,Drama,Peter Hedges,36,40000000.0,51853450.0,3395709.0,15249159.0,77
The Odd Life of Timothy Green,tt1462769,6.6,42770,10,JP,2012,105.0,Family,Peter Hedges,36,40000000.0,51853450.0,3395709.0,15249159.0,77
The One,tt7121588,5.4,143,1,VN,2017,116.0,Comedy,Zhengyu Lu,10,49000000.0,43905746.0,28783380.0,23689126.0,25
The Opposite Sex,tt2796678,4.6,821,10,HU,2014,97.0,Comedy,Jennifer Finnigan,48,3300000.0,0.0,50206.0,-3249794.0,25
The Other Dream Team,tt1606829,8.4,3332,1,PL,2012,89.0,Documentary,Marius A. Markevicius,53,500000.0,134109.0,180335.0,-185556.0,200
The Other Dream Team,tt1606829,8.4,3332,1,PL,2012,89.0,Sport,Marius A. Markevicius,53,500000.0,134109.0,180335.0,-185556.0,200
The Other Guys,tt1386588,6.7,221664,10,IL,2010,107.0,Action,Adam McKay,74,100000000.0,119219978.0,51716492.0,70936470.0,53
The Other Guys,tt1386588,6.7,221664,10,IL,2010,107.0,Comedy,Adam McKay,74,100000000.0,119219978.0,51716492.0,70936470.0,53
The Other Guys,tt1386588,6.7,221664,10,IL,2010,107.0,Crime,Adam McKay,74,100000000.0,119219978.0,51716492.0,70936470.0,53
The Other Side of the Door,tt3566920,3.8,5,1,US,2014,90.0,Drama,Ira Farmer,49,5000000.0,3000342.0,9904765.0,7905107.0,5
The Outrageous Sophie Tucker,tt2825768,7.3,60,1,US,2014,96.0,Documentary,William Gazecki,77,500000.0,0.0,0.0,-500000.0,11
The Overnight,tt3844362,6.1,14828,10,HU,2015,79.0,Comedy,Patrick Brice,21,200000.0,1109808.0,56188.0,965996.0,193
The Overnight,tt3844362,6.1,14828,10,HU,2015,79.0,Mystery,Patrick Brice,21,200000.0,1109808.0,56188.0,965996.0,193
The Party's Over,tt6173020,6.3,123,2,FR,2017,93.0,Drama,Marie Garel-Weiss,6,1000000.0,0.0,0.0,-1000000.0,5
The Patriot,tt7155152,7.3,6,2,XWW,2017,72.0,Documentary,Daniel Sivan,25,110000000.0,113330342.0,101969658.0,105300000.0,11
The Peacemaker,tt6140144,7.9,30,1,US,2016,90.0,Documentary,James Demo,48,50000000.0,41263140.0,21704228.0,12967368.0,11
The Peanuts Movie,tt2452042,7.1,39149,10,SI,2015,88.0,Adventure,Steve Martino,7,99000000.0,130178411.0,119913199.0,151091610.0,32
The Peanuts Movie,tt2452042,7.1,39149,10,SI,2015,88.0,Animation,Steve Martino,7,99000000.0,130178411.0,119913199.0,151091610.0,32
The Peanuts Movie,tt2452042,7.1,39149,10,SI,2015,88.0,Comedy,Steve Martino,7,99000000.0,130178411.0,119913199.0,151091610.0,32
The Perfect Host,tt1334553,6.8,23378,1,DE,2010,93.0,Comedy,Nick Tomnay,84,1000000.0,48764.0,2823.0,-948413.0,165
The Perfect Host,tt1334553,6.8,23378,1,DE,2010,93.0,Crime,Nick Tomnay,84,1000000.0,48764.0,2823.0,-948413.0,165
The Perfect Host,tt1334553,6.8,23378,1,DE,2010,93.0,Thriller,Nick Tomnay,84,1000000.0,48764.0,2823.0,-948413.0,165
The Perks of Being a Wallflower,tt1659337,8.0,422671,10,TR,2012,103.0,Drama,Stephen Chbosky,77,13000000.0,17742948.0,15326355.0,20069303.0,5
The Pirates! Band of Misfits,tt1430626,6.7,41958,10,PE,2012,88.0,Adventure,Jeff Newitt,34,55000000.0,31051126.0,105092479.0,81143605.0,32
