,movie_id,directors,averagerating,numvotes,title,region,year,runtime_minutes,genres,production_budget,domestic_gross,foreign_gross,profit,roi
1985,tt5664636,Ari Sandel,5.6,11459,Goosebumps 2: Haunted Halloween,PL,2018,90.0,Adventure,35000000.0,46697321.0,46594157.0,58291478.0,1.6654708
1985,tt5664636,Ari Sandel,5.6,11459,Goosebumps 2: Haunted Halloween,PL,2018,90.0,Comedy,35000000.0,46697321.0,46594157.0,58291478.0,1.6654708
1985,tt5664636,Ari Sandel,5.6,11459,Goosebumps 2: Haunted Halloween,PL,2018,90.0,Family,35000000.0,46697321.0,46594157.0,58291478.0,1.6654708
1986,tt3778644,Ron Howard,7.0,226243,Solo: A Star Wars Story,SE,2018,135.0,Action,275000000.0,213767512.0,179383835.0,118151347.0,0.4296412618181818
1986,tt3778644,Ron Howard,7.0,226243,Solo: A Star Wars Story,SE,2018,135.0,Adventure,275000000.0,213767512.0,179383835.0,118151347.0,0.4296412618181818
1986,tt3778644,Ron Howard,7.0,226243,Solo: A Star Wars Story,SE,2018,135.0,Fantasy,275000000.0,213767512.0,179383835.0,118151347.0,0.4296412618181818
1987,tt2557478,Steven S. DeKnight,5.6,89462,Pacific Rim: Uprising,GR,2018,111.0,Action,155000000.0,59874525.0,231055623.0,135930148.0,0.8769686967741935
1987,tt2557478,Steven S. DeKnight,5.6,89462,Pacific Rim: Uprising,GR,2018,111.0,Adventure,155000000.0,59874525.0,231055623.0,135930148.0,0.8769686967741935
1987,tt2557478,Steven S. DeKnight,5.6,89462,Pacific Rim: Uprising,GR,2018,111.0,Sci-Fi,155000000.0,59874525.0,231055623.0,135930148.0,0.8769686967741935
1988,tt2873282,Francis Lawrence,6.6,136738,Red Sparrow,CA,2018,140.0,Action,69000000.0,46874505.0,99077356.0,76951861.0,1.1152443623188406
1988,tt2873282,Francis Lawrence,6.6,136738,Red Sparrow,CA,2018,140.0,Drama,69000000.0,46874505.0,99077356.0,76951861.0,1.1152443623188406
1988,tt2873282,Francis Lawrence,6.6,136738,Red Sparrow,CA,2018,140.0,Thriller,69000000.0,46874505.0,99077356.0,76951861.0,1.1152443623188406
1989,tt1801552,Kevin Connolly,4.8,10358,Gotti,BG,2018,112.0,Biography,10000000.0,4286367.0,1802733.0,-3910900.0,-0.39109
1989,tt1801552,Kevin Connolly,4.8,10358,Gotti,BG,2018,112.0,Crime,10000000.0,4286367.0,1802733.0,-3910900.0,-0.39109
1989,tt1801552,Kevin Connolly,4.8,10358,Gotti,BG,2018,112.0,Drama,10000000.0,4286367.0,1802733.0,-3910900.0,-0.39109
1990,tt1727824,Bryan Singer,8.0,345466,Bohemian Rhapsody,RS,2018,134.0,Biography,55000000.0,216303339.0,678682003.0,839985342.0,15.272460763636364
1990,tt1727824,Bryan Singer,8.0,345466,Bohemian Rhapsody,RS,2018,134.0,Drama,55000000.0,216303339.0,678682003.0,839985342.0,15.272460763636364
1990,tt1727824,Bryan Singer,8.0,345466,Bohemian Rhapsody,RS,2018,134.0,Music,55000000.0,216303339.0,678682003.0,839985342.0,15.272460763636364
1991,tt4154756,Joe Russo,8.5,670926,Avengers: Infinity War,AR,2018,149.0,Action,300000000.0,678815482.0,1369318718.0,1748134200.0,5.827114
1991,tt4154756,Joe Russo,8.5,670926,Avengers: Infinity War,AR,2018,149.0,Adventure,300000000.0,678815482.0,1369318718.0,1748134200.0,5.827114
1991,tt4154756,Joe Russo,8.5,670926,Avengers: Infinity War,AR,2018,149.0,Sci-Fi,300000000.0,678815482.0,1369318718.0,1748134200.0,5.827114
1993,tt4881806,J.A. Bayona,6.2,219125,Jurassic World: Fallen Kingdom,UA,2018,128.0,Action,170000000.0,417719760.0,888053039.0,1135772799.0,6.681016464705882
1993,tt4881806,J.A. Bayona,6.2,219125,Jurassic World: Fallen Kingdom,UA,2018,128.0,Adventure,170000000.0,417719760.0,888053039.0,1135772799.0,6.681016464705882
1993,tt4881806,J.A. Bayona,6.2,219125,Jurassic World: Fallen Kingdom,UA,2018,128.0,Sci-Fi,170000000.0,417719760.0,888053039.0,1135772799.0,6.681016464705882
1994,tt1799516,Brandon Camp,6.4,2779,Benji,DE,2018,87.0,Crime,500000.0,31559560.0,0.0,31059560.0,62.11912
1994,tt1799516,Brandon Camp,6.4,2779,Benji,DE,2018,87.0,Drama,500000.0,31559560.0,0.0,31059560.0,62.11912
1994,tt1799516,Brandon Camp,6.4,2779,Benji,DE,2018,87.0,Family,500000.0,31559560.0,0.0,31059560.0,62.11912
1995,tt4123430,David Yates,6.6,163151,Fantastic Beasts: The Crimes of Grindelwald,PE,2018,134.0,Adventure,200000000.0,159555901.0,492664185.0,452220086.0,2.26110043
1995,tt4123430,David Yates,6.6,163151,Fantastic Beasts: The Crimes of Grindelwald,PE,2018,134.0,Family,200000000.0,159555901.0,492664185.0,452220086.0,2.26110043
1995,tt4123430,David Yates,6.6,163151,Fantastic Beasts: The Crimes of Grindelwald,PE,2018,134.0,Fantasy,200000000.0,159555901.0,492664185.0,452220086.0,2.26110043
1996,tt4103724,Bethany Ashton Wolf,6.7,10316,Forever My Girl,IT,2018,108.0,Drama,3500000.0,16376066.0,0.0,12876066.0,3.678876
1996,tt4103724,Bethany Ashton Wolf,6.7,10316,Forever My Girl,IT,2018,108.0,Music,3500000.0,16376066.0,0.0,12876066.0,3.678876
1996,tt4103724,Bethany Ashton Wolf,6.7,10316,Forever My Girl,IT,2018,108.0,Romance,3500000.0,16376066.0,0.0,12876066.0,3.678876
1997,tt1825683,Ryan Coogler,7.3,516148,Black Panther,UA,2018,134.0,Action,200000000.0,700059566.0,648198658.0,1148258224.0,5.74129112
1997,tt1825683,Ryan Coogler,7.3,516148,Black Panther,UA,2018,134.0,Adventure,200000000.0,700059566.0,648198658.0,1148258224.0,5.74129112
1997,tt1825683,Ryan Coogler,7.3,516148,Black Panther,UA,2018,134.0,Sci-Fi,200000000.0,700059566.0,648198658.0,1148258224.0,5.74129112
1998,tt3766354,Antoine Fuqua,6.7,97963,The Equalizer 2,FR,2018,121.0,Action,77000000.0,102084362.0,88368770.0,113453132.0,1.4734172987012988
1998,tt3766354,Antoine Fuqua,6.7,97963,The Equalizer 2,FR,2018,121.0,Crime,77000000.0,102084362.0,88368770.0,113453132.0,1.4734172987012988
1998,tt3766354,Antoine Fuqua,6.7,97963,The Equalizer 2,FR,2018,121.0,Thriller,77000000.0,102084362.0,88368770.0,113453132.0,1.4734172987012988
1999,tt5028340,Rob Marshall,6.9,52103,Mary Poppins Returns,HR,2018,130.0,Comedy,130000000.0,171958438.0,169570080.0,211528518.0,1.6271424461538462
1999,tt5028340,Rob Marshall,6.9,52103,Mary Poppins Returns,HR,2018,130.0,Family,130000000.0,171958438.0,169570080.0,211528518.0,1.6271424461538462
1999,tt5028340,Rob Marshall,6.9,52103,Mary Poppins Returns,HR,2018,130.0,Fantasy,130000000.0,171958438.0,169570080.0,211528518.0,1.6271424461538462
2000,tt4073790,Jennifer Yuh Nelson,5.7,21340,The Darkest Minds,FR,2018,104.0,Action,34000000.0,12695691.0,25665737.0,4361428.0,0.12827729411764707
2000,tt4073790,Jennifer Yuh Nelson,5.7,21340,The Darkest Minds,FR,2018,104.0,Adventure,34000000.0,12695691.0,25665737.0,4361428.0,0.12827729411764707
2000,tt4073790,Jennifer Yuh Nelson,5.7,21340,The Darkest Minds,FR,2018,104.0,Drama,34000000.0,12695691.0,25665737.0,4361428.0,0.12827729411764707
2001,tt5052474,Stefano Sollima,7.1,95650,Sicario: Day of the Soldado,GB,2018,122.0,Action,35000000.0,50065850.0,25819346.0,40885196.0,1.168148457142857
2001,tt5052474,Stefano Sollima,7.1,95650,Sicario: Day of the Soldado,GB,2018,122.0,Crime,35000000.0,50065850.0,25819346.0,40885196.0,1.168148457142857
2001,tt5052474,Stefano Sollima,7.1,95650,Sicario: Day of the Soldado,GB,2018,122.0,Drama,35000000.0,50065850.0,25819346.0,40885196.0,1.168148457142857
2002,tt1620680,Ava DuVernay,4.2,34888,A Wrinkle in Time,SE,2018,109.0,Adventure,103000000.0,100478608.0,32923274.0,30401882.0,0.29516390291262135
2002,tt1620680,Ava DuVernay,4.2,34888,A Wrinkle in Time,SE,2018,109.0,Family,103000000.0,100478608.0,32923274.0,30401882.0,0.29516390291262135
2002,tt1620680,Ava DuVernay,4.2,34888,A Wrinkle in Time,SE,2018,109.0,Fantasy,103000000.0,100478608.0,32923274.0,30401882.0,0.29516390291262135
2003,tt4971344,Jacques Audiard,7.0,32135,The Sisters Brothers,DE,2018,122.0,Adventure,38000000.0,3143056.0,10000000.0,-24856944.0,-0.6541301052631578
2003,tt4971344,Jacques Audiard,7.0,32135,The Sisters Brothers,DE,2018,122.0,Comedy,38000000.0,3143056.0,10000000.0,-24856944.0,-0.6541301052631578
2003,tt4971344,Jacques Audiard,7.0,32135,The Sisters Brothers,DE,2018,122.0,Crime,38000000.0,3143056.0,10000000.0,-24856944.0,-0.6541301052631578
2004,tt5083738,Yorgos Lanthimos,7.6,116011,The Favourite,PE,2018,119.0,Biography,15000000.0,34366783.0,59747146.0,79113929.0,5.274261933333333
2004,tt5083738,Yorgos Lanthimos,7.6,116011,The Favourite,PE,2018,119.0,Drama,15000000.0,34366783.0,59747146.0,79113929.0,5.274261933333333
2004,tt5083738,Yorgos Lanthimos,7.6,116011,The Favourite,PE,2018,119.0,History,15000000.0,34366783.0,59747146.0,79113929.0,5.274261933333333
2005,tt4779682,Jon Turteltaub,5.7,114042,The Meg,BG,2018,113.0,Action,178000000.0,145443742.0,384086973.0,351530715.0,1.9748916573033708
2005,tt4779682,Jon Turteltaub,5.7,114042,The Meg,BG,2018,113.0,Horror,178000000.0,145443742.0,384086973.0,351530715.0,1.9748916573033708
2005,tt4779682,Jon Turteltaub,5.7,114042,The Meg,BG,2018,113.0,Sci-Fi,178000000.0,145443742.0,384086973.0,351530715.0,1.9748916573033708
2006,tt1413492,Nicolai Fuglsig,6.6,50155,12 Strong,BG,2018,130.0,Action,35000000.0,45819713.0,25298665.0,36118378.0,1.0319536571428571
2006,tt1413492,Nicolai Fuglsig,6.6,50155,12 Strong,BG,2018,130.0,Drama,35000000.0,45819713.0,25298665.0,36118378.0,1.0319536571428571
2006,tt1413492,Nicolai Fuglsig,6.6,50155,12 Strong,BG,2018,130.0,History,35000000.0,45819713.0,25298665.0,36118378.0,1.0319536571428571
2007,tt4575576,Marc Forster,7.3,52737,Christopher Robin,GR,2018,104.0,Adventure,75000000.0,99215042.0,98289716.0,122504758.0,1.6333967733333334
2007,tt4575576,Marc Forster,7.3,52737,Christopher Robin,GR,2018,104.0,Animation,75000000.0,99215042.0,98289716.0,122504758.0,1.6333967733333334
2007,tt4575576,Marc Forster,7.3,52737,Christopher Robin,GR,2018,104.0,Comedy,75000000.0,99215042.0,98289716.0,122504758.0,1.6333967733333334
2008,tt1365519,Roar Uthaug,6.3,163560,Tomb Raider,HU,2018,119.0,Action,90000000.0,58250803.0,215226698.0,183477501.0,2.0386389
2008,tt1365519,Roar Uthaug,6.3,163560,Tomb Raider,HU,2018,119.0,Adventure,90000000.0,58250803.0,215226698.0,183477501.0,2.0386389
2008,tt1365519,Roar Uthaug,6.3,163560,Tomb Raider,HU,2018,119.0,Fantasy,90000000.0,58250803.0,215226698.0,183477501.0,2.0386389
2009,tt4537896,Yann Demange,6.4,16255,White Boy Rick,CA,2018,111.0,Crime,30000000.0,24004833.0,1943150.0,-4052017.0,-0.13506723333333334
2009,tt4537896,Yann Demange,6.4,16255,White Boy Rick,CA,2018,111.0,Drama,30000000.0,24004833.0,1943150.0,-4052017.0,-0.13506723333333334
2010,tt4595882,Marielle Heller,7.2,29473,Can You Ever Forgive Me?,MX,2018,106.0,Biography,10000000.0,8803865.0,2948522.0,1752387.0,0.1752387
2010,tt4595882,Marielle Heller,7.2,29473,Can You Ever Forgive Me?,MX,2018,106.0,Comedy,10000000.0,8803865.0,2948522.0,1752387.0,0.1752387
2010,tt4595882,Marielle Heller,7.2,29473,Can You Ever Forgive Me?,MX,2018,106.0,Crime,10000000.0,8803865.0,2948522.0,1752387.0,0.1752387
2011,tt4477536,James Foley,4.5,43893,Fifty Shades Freed,PT,2018,105.0,Drama,55000000.0,100407760.0,270942859.0,316350619.0,5.751829436363637
2011,tt4477536,James Foley,4.5,43893,Fifty Shades Freed,PT,2018,105.0,Romance,55000000.0,100407760.0,270942859.0,316350619.0,5.751829436363637
2011,tt4477536,James Foley,4.5,43893,Fifty Shades Freed,PT,2018,105.0,Thriller,55000000.0,100407760.0,270942859.0,316350619.0,5.751829436363637
2012,tt1226837,Felix van Groeningen,7.3,30368,Beautiful Boy,IT,2018,120.0,Biography,25000000.0,7634767.0,5396657.0,-11968576.0,-0.47874304
2012,tt1226837,Felix van Groeningen,7.3,30368,Beautiful Boy,IT,2018,120.0,Drama,25000000.0,7634767.0,5396657.0,-11968576.0,-0.47874304
2013,tt4638148,Mitzi Peirone,5.3,1115,Braid,US,2018,82.0,Horror,1660000.0,0.0,80745.0,-1579255.0,-0.9513584337349398
2013,tt4638148,Mitzi Peirone,5.3,1115,Braid,US,2018,82.0,Mystery,1660000.0,0.0,80745.0,-1579255.0,-0.9513584337349398
2013,tt4638148,Mitzi Peirone,5.3,1115,Braid,US,2018,82.0,Thriller,1660000.0,0.0,80745.0,-1579255.0,-0.9513584337349398
2014,tt4761916,Stephen Susco,5.9,13822,Unfriended: Dark Web,IT,2018,92.0,Crime,1000000.0,8866745.0,7567843.0,15434588.0,15.434588
2014,tt4761916,Stephen Susco,5.9,13822,Unfriended: Dark Web,IT,2018,92.0,Horror,1000000.0,8866745.0,7567843.0,15434588.0,15.434588
2014,tt4761916,Stephen Susco,5.9,13822,Unfriended: Dark Web,IT,2018,92.0,Mystery,1000000.0,8866745.0,7567843.0,15434588.0,15.434588
2015,tt3104988,Jon M. Chu,7.0,96617,Crazy Rich Asians,RS,2018,120.0,Comedy,30000000.0,174532921.0,63566790.0,208099711.0,6.936657033333334
2015,tt3104988,Jon M. Chu,7.0,96617,Crazy Rich Asians,RS,2018,120.0,Romance,30000000.0,174532921.0,63566790.0,208099711.0,6.936657033333334
2016,tt1213641,Damien Chazelle,7.4,120009,First Man,BG,2018,141.0,Biography,60000000.0,44936545.0,60267280.0,45203825.0,0.7533970833333333
2016,tt1213641,Damien Chazelle,7.4,120009,First Man,BG,2018,141.0,Drama,60000000.0,44936545.0,60267280.0,45203825.0,0.7533970833333333
2016,tt1213641,Damien Chazelle,7.4,120009,First Man,BG,2018,141.0,History,60000000.0,44936545.0,60267280.0,45203825.0,0.7533970833333333
2017,tt2924392,Matthew Charles Santoro,5.3,2152,Higher Power,RS,2018,93.0,Action,500000.0,528.0,0.0,-499472.0,-0.998944
2017,tt2924392,Matthew Charles Santoro,5.3,2152,Higher Power,RS,2018,93.0,Sci-Fi,500000.0,528.0,0.0,-499472.0,-0.998944
2017,tt2924392,Matthew Charles Santoro,5.3,2152,Higher Power,RS,2018,93.0,Thriller,500000.0,528.0,0.0,-499472.0,-0.998944
2018,tt4669788,Mimi Leder,6.9,12083,On the Basis of Sex,GR,2018,120.0,Biography,20000000.0,24622687.0,13450690.0,18073377.0,0.90366885
2018,tt4669788,Mimi Leder,6.9,12083,On the Basis of Sex,GR,2018,120.0,Drama,20000000.0,24622687.0,13450690.0,18073377.0,0.90366885
2019,tt2126357,Peter Segal,5.8,13109,Second Act,SI,2018,103.0,Comedy,15700000.0,39282227.0,24006627.0,47588854.0,3.0311371974522294
2019,tt2126357,Peter Segal,5.8,13109,Second Act,SI,2018,103.0,Drama,15700000.0,39282227.0,24006627.0,47588854.0,3.0311371974522294
2019,tt2126357,Peter Segal,5.8,13109,Second Act,SI,2018,103.0,Romance,15700000.0,39282227.0,24006627.0,47588854.0,3.0311371974522294
2020,tt4701182,Travis Knight,6.9,94155,Bumblebee,TH,2018,114.0,Action,102000000.0,127195589.0,338000000.0,363195589.0,3.560741068627451
2020,tt4701182,Travis Knight,6.9,94155,Bumblebee,TH,2018,114.0,Adventure,102000000.0,127195589.0,338000000.0,363195589.0,3.560741068627451
2020,tt4701182,Travis Knight,6.9,94155,Bumblebee,TH,2018,114.0,Sci-Fi,102000000.0,127195589.0,338000000.0,363195589.0,3.560741068627451
2021,tt4701724,Nick Park,6.1,15882,Early Man,CA,2018,89.0,Adventure,50000000.0,8267544.0,37018346.0,-4714110.0,-0.0942822
2021,tt4701724,Nick Park,6.1,15882,Early Man,CA,2018,89.0,Animation,50000000.0,8267544.0,37018346.0,-4714110.0,-0.0942822
2021,tt4701724,Nick Park,6.1,15882,Early Man,CA,2018,89.0,Comedy,50000000.0,8267544.0,37018346.0,-4714110.0,-0.0942822
2022,tt4743226,Xiao Feng,3.3,2536,Air Strike,XWW,2018,120.0,Action,65000000.0,0.0,516279.0,-64483721.0,-0.9920572461538462
2022,tt4743226,Xiao Feng,3.3,2536,Air Strike,XWW,2018,120.0,Adventure,65000000.0,0.0,516279.0,-64483721.0,-0.9920572461538462
2022,tt4743226,Xiao Feng,3.3,2536,Air Strike,XWW,2018,120.0,Drama,65000000.0,0.0,516279.0,-64483721.0,-0.9920572461538462
2023,tt2531344,Kay Cannon,6.2,57142,Blockers,IL,2018,102.0,Comedy,21000000.0,60311495.0,33733833.0,73045328.0,3.4783489523809523
2024,tt5095030,Peyton Reed,7.1,244024,Ant-Man and the Wasp,LT,2018,118.0,Action,130000000.0,216648740.0,406495920.0,493144660.0,3.7934204615384615
2024,tt5095030,Peyton Reed,7.1,244024,Ant-Man and the Wasp,LT,2018,118.0,Adventure,130000000.0,216648740.0,406495920.0,493144660.0,3.7934204615384615
2024,tt5095030,Peyton Reed,7.1,244024,Ant-Man and the Wasp,LT,2018,118.0,Comedy,130000000.0,216648740.0,406495920.0,493144660.0,3.7934204615384615
2025,tt2296777,John Stevenson,5.1,8030,Sherlock Gnomes,UA,2018,86.0,Adventure,59000000.0,43242871.0,44284780.0,28527651.0,0.48351950847457625
2025,tt2296777,John Stevenson,5.1,8030,Sherlock Gnomes,UA,2018,86.0,Animation,59000000.0,43242871.0,44284780.0,28527651.0,0.48351950847457625
2025,tt2296777,John Stevenson,5.1,8030,Sherlock Gnomes,UA,2018,86.0,Comedy,59000000.0,43242871.0,44284780.0,28527651.0,0.48351950847457625
2026,tt5314190,Richard Lanni,6.9,1225,Sgt. Stubby: An American Hero,IE,2018,84.0,Adventure,25000000.0,3054285.0,591672.0,-21354043.0,-0.85416172
2026,tt5314190,Richard Lanni,6.9,1225,Sgt. Stubby: An American Hero,IE,2018,84.0,Animation,25000000.0,3054285.0,591672.0,-21354043.0,-0.85416172
2026,tt5314190,Richard Lanni,6.9,1225,Sgt. Stubby: An American Hero,IE,2018,84.0,Family,25000000.0,3054285.0,591672.0,-21354043.0,-0.85416172
2027,tt5592796,Nick Hamm,6.6,118,Driven,US,2018,108.0,Biography,72000000.0,32616869.0,22000000.0,-17383131.0,-0.241432375
2027,tt5592796,Nick Hamm,6.6,118,Driven,US,2018,108.0,Drama,72000000.0,32616869.0,22000000.0,-17383131.0,-0.241432375
2027,tt5592796,Nick Hamm,6.6,118,Driven,US,2018,108.0,Thriller,72000000.0,32616869.0,22000000.0,-17383131.0,-0.241432375
2028,tt5690360,Sylvain White,3.2,19650,Slender Man,PT,2018,93.0,Horror,10000000.0,30564825.0,21158819.0,41723644.0,4.1723644
2028,tt5690360,Sylvain White,3.2,19650,Slender Man,PT,2018,93.0,Mystery,10000000.0,30564825.0,21158819.0,41723644.0,4.1723644
2028,tt5690360,Sylvain White,3.2,19650,Slender Man,PT,2018,93.0,Thriller,10000000.0,30564825.0,21158819.0,41723644.0,4.1723644
2029,tt1285009,Johannes Roberts,5.2,21614,The Strangers: Prey at Night,PL,2018,85.0,Horror,5000000.0,24431472.0,5528579.0,24960051.0,4.9920102
2030,tt5580266,George Tillman Jr.,7.3,17583,The Hate U Give,US,2018,133.0,Crime,23000000.0,29719483.0,5348182.0,12067665.0,0.5246810869565217
2030,tt5580266,George Tillman Jr.,7.3,17583,The Hate U Give,US,2018,133.0,Drama,23000000.0,29719483.0,5348182.0,12067665.0,0.5246810869565217
2031,tt1072748,Michael Spierig,5.4,24351,Winchester,AR,2018,99.0,Biography,3500000.0,25091816.0,19286224.0,40878040.0,11.67944
2031,tt1072748,Michael Spierig,5.4,24351,Winchester,AR,2018,99.0,Drama,3500000.0,25091816.0,19286224.0,40878040.0,11.67944
2031,tt1072748,Michael Spierig,5.4,24351,Winchester,AR,2018,99.0,Fantasy,3500000.0,25091816.0,19286224.0,40878040.0,11.67944
2032,tt5523010,Joe Johnston,5.5,18734,The Nutcracker and the Four Realms,UY,2018,99.0,Adventure,132900000.0,54858851.0,115435048.0,37393899.0,0.281368690744921
2032,tt5523010,Joe Johnston,5.5,18734,The Nutcracker and the Four Realms,UY,2018,99.0,Family,132900000.0,54858851.0,115435048.0,37393899.0,0.281368690744921
2032,tt5523010,Joe Johnston,5.5,18734,The Nutcracker and the Four Realms,UY,2018,99.0,Fantasy,132900000.0,54858851.0,115435048.0,37393899.0,0.281368690744921
2034,tt5463162,David Leitch,7.8,391735,Deadpool 2,BR,2018,119.0,Action,110000000.0,324591735.0,462088822.0,676680557.0,6.151641427272727
2034,tt5463162,David Leitch,7.8,391735,Deadpool 2,BR,2018,119.0,Adventure,110000000.0,324591735.0,462088822.0,676680557.0,6.151641427272727
2034,tt5463162,David Leitch,7.8,391735,Deadpool 2,BR,2018,119.0,Comedy,110000000.0,324591735.0,462088822.0,676680557.0,6.151641427272727
2035,tt5360952,Rob Cohen,5.1,15326,The Hurricane Heist,US,2018,103.0,Action,40000000.0,6115824.0,24847860.0,-9036316.0,-0.2259079
2035,tt5360952,Rob Cohen,5.1,15326,The Hurricane Heist,US,2018,103.0,Adventure,40000000.0,6115824.0,24847860.0,-9036316.0,-0.2259079
2035,tt5360952,Rob Cohen,5.1,15326,The Hurricane Heist,US,2018,103.0,Crime,40000000.0,6115824.0,24847860.0,-9036316.0,-0.2259079
2036,tt2798920,Alex Garland,6.9,228664,Annihilation,GR,2018,115.0,Adventure,55000000.0,32732301.0,10338614.0,-11929085.0,-0.21689245454545455
2036,tt2798920,Alex Garland,6.9,228664,Annihilation,GR,2018,115.0,Drama,55000000.0,32732301.0,10338614.0,-11929085.0,-0.21689245454545455
2036,tt2798920,Alex Garland,6.9,228664,Annihilation,GR,2018,115.0,Horror,55000000.0,32732301.0,10338614.0,-11929085.0,-0.21689245454545455
2037,tt1034415,Luca Guadagnino,6.8,37360,Suspiria,RU,2018,152.0,Fantasy,20000000.0,2483472.0,4551143.0,-12965385.0,-0.64826925
2037,tt1034415,Luca Guadagnino,6.8,37360,Suspiria,RU,2018,152.0,Horror,20000000.0,2483472.0,4551143.0,-12965385.0,-0.64826925
2037,tt1034415,Luca Guadagnino,6.8,37360,Suspiria,RU,2018,152.0,Mystery,20000000.0,2483472.0,4551143.0,-12965385.0,-0.64826925
2038,tt3829266,Shane Black,5.4,94888,The Predator,LT,2018,107.0,Action,88000000.0,51024708.0,108462855.0,71487563.0,0.8123586704545455
2038,tt3829266,Shane Black,5.4,94888,The Predator,LT,2018,107.0,Adventure,88000000.0,51024708.0,108462855.0,71487563.0,0.8123586704545455
2038,tt3829266,Shane Black,5.4,94888,The Predator,LT,2018,107.0,Sci-Fi,88000000.0,51024708.0,108462855.0,71487563.0,0.8123586704545455
2039,tt5726086,Adam Robitel,5.7,42154,Insidious: The Last Key,PL,2018,103.0,Horror,10000000.0,67745330.0,100140258.0,157885588.0,15.7885588
2039,tt5726086,Adam Robitel,5.7,42154,Insidious: The Last Key,PL,2018,103.0,Mystery,10000000.0,67745330.0,100140258.0,157885588.0,15.7885588
2039,tt5726086,Adam Robitel,5.7,42154,Insidious: The Last Key,PL,2018,103.0,Thriller,10000000.0,67745330.0,100140258.0,157885588.0,15.7885588
2040,tt1590193,Jaume Collet-Serra,6.3,83114,The Commuter,AR,2018,105.0,Action,40000000.0,36343858.0,65641573.0,61985431.0,1.549635775
2040,tt1590193,Jaume Collet-Serra,6.3,83114,The Commuter,AR,2018,105.0,Mystery,40000000.0,36343858.0,65641573.0,61985431.0,1.549635775
2040,tt1590193,Jaume Collet-Serra,6.3,83114,The Commuter,AR,2018,105.0,Thriller,40000000.0,36343858.0,65641573.0,61985431.0,1.549635775
2041,tt1477834,James Wan,7.1,263328,Aquaman,MX,2018,143.0,Action,160000000.0,335061807.0,811832833.0,986894640.0,6.1680915
2041,tt1477834,James Wan,7.1,263328,Aquaman,MX,2018,143.0,Adventure,160000000.0,335061807.0,811832833.0,986894640.0,6.1680915
2041,tt1477834,James Wan,7.1,263328,Aquaman,MX,2018,143.0,Fantasy,160000000.0,335061807.0,811832833.0,986894640.0,6.1680915
