,movie_id,directors,averagerating,numvotes,title,region,year,runtime_minutes,genres,production_budget,domestic_gross,foreign_gross,profit,roi
970,tt2034139,Ed Gass-Donnelly,4.0,15124,The Last Exorcism Part II,PE,2013,88.0,Horror,4000000.0,15179303.0,10269404.0,21448707.0,5.36217675
970,tt2034139,Ed Gass-Donnelly,4.0,15124,The Last Exorcism Part II,PE,2013,88.0,Thriller,4000000.0,15179303.0,10269404.0,21448707.0,5.36217675
971,tt1170358,Peter Jackson,7.8,565563,The Hobbit: The Desolation of Smaug,HR,2013,161.0,Adventure,250000000.0,258366855.0,702000000.0,710366855.0,2.84146742
971,tt1170358,Peter Jackson,7.8,565563,The Hobbit: The Desolation of Smaug,HR,2013,161.0,Fantasy,250000000.0,258366855.0,702000000.0,710366855.0,2.84146742
972,tt1171222,David E. Talbert,5.1,8296,Baggage Claim,GR,2013,96.0,Comedy,8500000.0,21569509.0,1316327.0,14385836.0,1.692451294117647
973,tt2024544,Steve McQueen,8.1,577301,12 Years a Slave,RO,2013,134.0,Biography,20000000.0,56671993.0,124353350.0,161025343.0,8.05126715
973,tt2024544,Steve McQueen,8.1,577301,12 Years a Slave,RO,2013,134.0,Drama,20000000.0,56671993.0,124353350.0,161025343.0,8.05126715
973,tt2024544,Steve McQueen,8.1,577301,12 Years a Slave,RO,2013,134.0,History,20000000.0,56671993.0,124353350.0,161025343.0,8.05126715
974,tt1321870,Ruben Fleischer,6.7,195560,Gangster Squad,RO,2013,113.0,Action,60000000.0,46000903.0,58100000.0,44100903.0,0.73501505
974,tt1321870,Ruben Fleischer,6.7,195560,Gangster Squad,RO,2013,113.0,Crime,60000000.0,46000903.0,58100000.0,44100903.0,0.73501505
974,tt1321870,Ruben Fleischer,6.7,195560,Gangster Squad,RO,2013,113.0,Drama,60000000.0,46000903.0,58100000.0,44100903.0,0.73501505
975,tt1837703,Bill Condon,6.2,36392,The Fifth Estate,NO,2013,128.0,Biography,26000000.0,3254172.0,2900000.0,-19845828.0,-0.7633010769230769
975,tt1837703,Bill Condon,6.2,36392,The Fifth Estate,NO,2013,128.0,Drama,26000000.0,3254172.0,2900000.0,-19845828.0,-0.7633010769230769
975,tt1837703,Bill Condon,6.2,36392,The Fifth Estate,NO,2013,128.0,Thriller,26000000.0,3254172.0,2900000.0,-19845828.0,-0.7633010769230769
976,tt3233610,The Lowpriest,6.5,14,Road Trip,US,2013,90.0,Horror,16000000.0,68525609.0,51213501.0,103739110.0,6.483694375
977,tt1731141,Gavin Hood,6.6,211722,Ender's Game,IT,2013,114.0,Action,110000000.0,61737191.0,66246092.0,17983283.0,0.16348439090909092
977,tt1731141,Gavin Hood,6.6,211722,Ender's Game,IT,2013,114.0,Adventure,110000000.0,61737191.0,66246092.0,17983283.0,0.16348439090909092
977,tt1731141,Gavin Hood,6.6,211722,Ender's Game,IT,2013,114.0,Fantasy,110000000.0,61737191.0,66246092.0,17983283.0,0.16348439090909092
978,tt1425922,Kasi Lemmons,4.6,1901,Black Nativity,BR,2013,93.0,Drama,17500000.0,7018188.0,266947.0,-10214865.0,-0.5837065714285714
978,tt1425922,Kasi Lemmons,4.6,1901,Black Nativity,BR,2013,93.0,Family,17500000.0,7018188.0,266947.0,-10214865.0,-0.5837065714285714
978,tt1425922,Kasi Lemmons,4.6,1901,Black Nativity,BR,2013,93.0,Music,17500000.0,7018188.0,266947.0,-10214865.0,-0.5837065714285714
979,tt1413495,Robert Luketic,5.7,33149,Paranoia,DE,2013,106.0,Drama,40000000.0,7388654.0,8952113.0,-23659233.0,-0.591480825
979,tt1413495,Robert Luketic,5.7,33149,Paranoia,DE,2013,106.0,Thriller,40000000.0,7388654.0,8952113.0,-23659233.0,-0.591480825
980,tt3155654,Jung Huh,6.4,1287,Hide and Seek,AR,2013,107.0,Action,25000000.0,51100486.0,72596255.0,98696741.0,3.94786964
980,tt3155654,Jung Huh,6.4,1287,Hide and Seek,AR,2013,107.0,Horror,25000000.0,51100486.0,72596255.0,98696741.0,3.94786964
980,tt3155654,Jung Huh,6.4,1287,Hide and Seek,AR,2013,107.0,Mystery,25000000.0,51100486.0,72596255.0,98696741.0,3.94786964
981,tt3148834,Jeremy Degruson,6.3,5626,Thunder and the House of Magic,BR,2013,85.0,Adventure,34000000.0,4091.0,62578429.0,28582520.0,0.8406623529411764
981,tt3148834,Jeremy Degruson,6.3,5626,Thunder and the House of Magic,BR,2013,85.0,Animation,34000000.0,4091.0,62578429.0,28582520.0,0.8406623529411764
981,tt3148834,Jeremy Degruson,6.3,5626,Thunder and the House of Magic,BR,2013,85.0,Comedy,34000000.0,4091.0,62578429.0,28582520.0,0.8406623529411764
982,tt1411250,David Twohy,6.4,144821,Riddick,FI,2013,119.0,Action,38000000.0,42025135.0,52738623.0,56763758.0,1.4937831052631578
982,tt1411250,David Twohy,6.4,144821,Riddick,FI,2013,119.0,Adventure,38000000.0,42025135.0,52738623.0,56763758.0,1.4937831052631578
982,tt1411250,David Twohy,6.4,144821,Riddick,FI,2013,119.0,Sci-Fi,38000000.0,42025135.0,52738623.0,56763758.0,1.4937831052631578
985,tt0359950,Ben Stiller,7.3,275300,The Secret Life of Walter Mitty,CZ,2013,114.0,Adventure,91000000.0,58236838.0,129624345.0,96861183.0,1.0644086043956045
985,tt0359950,Ben Stiller,7.3,275300,The Secret Life of Walter Mitty,CZ,2013,114.0,Comedy,91000000.0,58236838.0,129624345.0,96861183.0,1.0644086043956045
985,tt0359950,Ben Stiller,7.3,275300,The Secret Life of Walter Mitty,CZ,2013,114.0,Drama,91000000.0,58236838.0,129624345.0,96861183.0,1.0644086043956045
986,tt1747958,Guillaume Canet,6.5,17771,Blood Ties,TR,2013,127.0,Action,26000000.0,42472.0,2881487.0,-23076041.0,-0.8875400384615385
986,tt1747958,Guillaume Canet,6.5,17771,Blood Ties,TR,2013,127.0,Crime,26000000.0,42472.0,2881487.0,-23076041.0,-0.8875400384615385
986,tt1747958,Guillaume Canet,6.5,17771,Blood Ties,TR,2013,127.0,Drama,26000000.0,42472.0,2881487.0,-23076041.0,-0.8875400384615385
987,tt1408101,J.J. Abrams,7.7,445535,Star Trek Into Darkness,BR,2013,132.0,Action,190000000.0,228778661.0,238602923.0,277381584.0,1.4599030736842105
987,tt1408101,J.J. Abrams,7.7,445535,Star Trek Into Darkness,BR,2013,132.0,Adventure,190000000.0,228778661.0,238602923.0,277381584.0,1.4599030736842105
987,tt1408101,J.J. Abrams,7.7,445535,Star Trek Into Darkness,BR,2013,132.0,Sci-Fi,190000000.0,228778661.0,238602923.0,277381584.0,1.4599030736842105
988,tt1670345,Louis Leterrier,7.3,553156,Now You See Me,BR,2013,115.0,Crime,75000000.0,117723989.0,225045211.0,267769200.0,3.570256
988,tt1670345,Louis Leterrier,7.3,553156,Now You See Me,BR,2013,115.0,Mystery,75000000.0,117723989.0,225045211.0,267769200.0,3.570256
988,tt1670345,Louis Leterrier,7.3,553156,Now You See Me,BR,2013,115.0,Thriller,75000000.0,117723989.0,225045211.0,267769200.0,3.570256
989,tt1532958,Benson Lee,5.1,8769,Battle of the Year,VN,2013,110.0,Drama,20000000.0,8888355.0,7835022.0,-3276623.0,-0.16383115
989,tt1532958,Benson Lee,5.1,8769,Battle of the Year,VN,2013,110.0,Music,20000000.0,8888355.0,7835022.0,-3276623.0,-0.16383115
990,tt1392214,Denis Villeneuve,8.1,526273,Prisoners,BG,2013,153.0,Crime,46000000.0,61002302.0,52400000.0,67402302.0,1.4652674347826087
990,tt1392214,Denis Villeneuve,8.1,526273,Prisoners,BG,2013,153.0,Drama,46000000.0,61002302.0,52400000.0,67402302.0,1.4652674347826087
990,tt1392214,Denis Villeneuve,8.1,526273,Prisoners,BG,2013,153.0,Mystery,46000000.0,61002302.0,52400000.0,67402302.0,1.4652674347826087
991,tt1682180,Chan-wook Park,6.8,97393,Stoker,BG,2013,99.0,Drama,12000000.0,1703125.0,10331788.0,34913.0,0.0029094166666666665
991,tt1682180,Chan-wook Park,6.8,97393,Stoker,BG,2013,99.0,Thriller,12000000.0,1703125.0,10331788.0,34913.0,0.0029094166666666665
992,tt1535108,Neill Blomkamp,6.6,395572,Elysium,US,2013,109.0,Action,120000000.0,93050117.0,193141974.0,166192091.0,1.3849340916666666
992,tt1535108,Neill Blomkamp,6.6,395572,Elysium,US,2013,109.0,Drama,120000000.0,93050117.0,193141974.0,166192091.0,1.3849340916666666
992,tt1535108,Neill Blomkamp,6.6,395572,Elysium,US,2013,109.0,Sci-Fi,120000000.0,93050117.0,193141974.0,166192091.0,1.3849340916666666
993,tt3105014,Daishi Matsunaga,7.2,5,Hybrid,JP,2013,104.0,Documentary,200000.0,162605.0,0.0,-37395.0,-0.186975
993,tt3105014,Daishi Matsunaga,7.2,5,Hybrid,JP,2013,104.0,Sport,200000.0,162605.0,0.0,-37395.0,-0.186975
994,tt1538403,Harald Zwart,5.9,121936,The Mortal Instruments: City of Bones,VE,2013,130.0,Action,60000000.0,31165421.0,44800146.0,15965567.0,0.26609278333333336
994,tt1538403,Harald Zwart,5.9,121936,The Mortal Instruments: City of Bones,VE,2013,130.0,Fantasy,60000000.0,31165421.0,44800146.0,15965567.0,0.26609278333333336
994,tt1538403,Harald Zwart,5.9,121936,The Mortal Instruments: City of Bones,VE,2013,130.0,Horror,60000000.0,31165421.0,44800146.0,15965567.0,0.26609278333333336
995,tt3099638,Shekar,6.5,114,Barfi,IN,2013,105.0,Comedy,4600000.0,2804874.0,33947110.0,32151984.0,6.989561739130435
995,tt3099638,Shekar,6.5,114,Barfi,IN,2013,105.0,Romance,4600000.0,2804874.0,33947110.0,32151984.0,6.989561739130435
996,tt1390539,Bill Muir,4.9,1502,The Lost Medallion: The Adventures of Billy Stone,BR,2013,97.0,Adventure,2500000.0,549632.0,0.0,-1950368.0,-0.7801472
996,tt1390539,Bill Muir,4.9,1502,The Lost Medallion: The Adventures of Billy Stone,BR,2013,97.0,Family,2500000.0,549632.0,0.0,-1950368.0,-0.7801472
996,tt1390539,Bill Muir,4.9,1502,The Lost Medallion: The Adventures of Billy Stone,BR,2013,97.0,Fantasy,2500000.0,549632.0,0.0,-1950368.0,-0.7801472
997,tt3080284,Sujit Mondal,6.1,46,Rocky,IN,2013,136.0,Action,1000000.0,117235147.0,107764853.0,224000000.0,224.0
997,tt3080284,Sujit Mondal,6.1,46,Rocky,IN,2013,136.0,Comedy,1000000.0,117235147.0,107764853.0,224000000.0,224.0
997,tt3080284,Sujit Mondal,6.1,46,Rocky,IN,2013,136.0,Drama,1000000.0,117235147.0,107764853.0,224000000.0,224.0
998,tt1758795,Maggie Carey,5.8,34524,The To Do List,IT,2013,104.0,Comedy,1500000.0,3491669.0,637159.0,2628828.0,1.752552
998,tt1758795,Maggie Carey,5.8,34524,The To Do List,IT,2013,104.0,Romance,1500000.0,3491669.0,637159.0,2628828.0,1.752552
999,tt1549920,Jee-woon Kim,6.4,126623,The Last Stand,BA,2013,107.0,Action,30000000.0,12050299.0,36280458.0,18330757.0,0.6110252333333334
999,tt1549920,Jee-woon Kim,6.4,126623,The Last Stand,BA,2013,107.0,Thriller,30000000.0,12050299.0,36280458.0,18330757.0,0.6110252333333334
1000,tt3012818,Juraj Lehotsky,5.8,114,Miracle,US,2013,78.0,Drama,28000000.0,64378093.0,96612.0,36474705.0,1.3026680357142857
1001,tt1487931,Anthony Silverston,5.7,4984,Khumba,HU,2013,85.0,Adventure,15000000.0,0.0,20898221.0,5898221.0,0.39321473333333334
1001,tt1487931,Anthony Silverston,5.7,4984,Khumba,HU,2013,85.0,Animation,15000000.0,0.0,20898221.0,5898221.0,0.39321473333333334
1001,tt1487931,Anthony Silverston,5.7,4984,Khumba,HU,2013,85.0,Family,15000000.0,0.0,20898221.0,5898221.0,0.39321473333333334
1002,tt3000390,Kishore Bhargav,5.2,35,Psycho,IN,2013,86.0,Thriller,20000000.0,21541218.0,15685000.0,17226218.0,0.8613109
1003,tt1663662,Guillermo del Toro,6.9,443667,Pacific Rim,GR,2013,131.0,Action,190000000.0,101802906.0,309200000.0,221002906.0,1.1631731894736843
1003,tt1663662,Guillermo del Toro,6.9,443667,Pacific Rim,GR,2013,131.0,Adventure,190000000.0,101802906.0,309200000.0,221002906.0,1.1631731894736843
1003,tt1663662,Guillermo del Toro,6.9,443667,Pacific Rim,GR,2013,131.0,Sci-Fi,190000000.0,101802906.0,309200000.0,221002906.0,1.1631731894736843
1004,tt3570720,Nic Good,6.8,5,Heaven's Gate,GB,2013,47.0,Documentary,44000000.0,3484331.0,192.0,-40515477.0,-0.9208062954545455
1005,tt1559547,Richard LaGravenese,6.2,79764,Beautiful Creatures,CL,2013,124.0,Drama,50000000.0,19452138.0,40830738.0,10282876.0,0.20565752
1005,tt1559547,Richard LaGravenese,6.2,79764,Beautiful Creatures,CL,2013,124.0,Fantasy,50000000.0,19452138.0,40830738.0,10282876.0,0.20565752
1005,tt1559547,Richard LaGravenese,6.2,79764,Beautiful Creatures,CL,2013,124.0,Romance,50000000.0,19452138.0,40830738.0,10282876.0,0.20565752
1006,tt1661382,Peter Segal,6.4,54080,Grudge Match,CL,2013,113.0,Comedy,40000000.0,29807260.0,40000000.0,29807260.0,0.7451815
1006,tt1661382,Peter Segal,6.4,54080,Grudge Match,CL,2013,113.0,Drama,40000000.0,29807260.0,40000000.0,29807260.0,0.7451815
1006,tt1661382,Peter Segal,6.4,54080,Grudge Match,CL,2013,113.0,Sport,40000000.0,29807260.0,40000000.0,29807260.0,0.7451815
1007,tt1535109,Paul Greengrass,7.8,387402,Captain Phillips,LT,2013,134.0,Biography,55000000.0,107136417.0,113511767.0,165648184.0,3.0117851636363637
1007,tt1535109,Paul Greengrass,7.8,387402,Captain Phillips,LT,2013,134.0,Drama,55000000.0,107136417.0,113511767.0,165648184.0,3.0117851636363637
1007,tt1535109,Paul Greengrass,7.8,387402,Captain Phillips,LT,2013,134.0,Thriller,55000000.0,107136417.0,113511767.0,165648184.0,3.0117851636363637
1008,tt1351685,Bryan Singer,6.3,123127,Jack the Giant Slayer,FR,2013,114.0,Adventure,195000000.0,65187603.0,132500000.0,2687603.0,0.013782579487179487
1008,tt1351685,Bryan Singer,6.3,123127,Jack the Giant Slayer,FR,2013,114.0,Fantasy,195000000.0,65187603.0,132500000.0,2687603.0,0.013782579487179487
1009,tt3182596,Mohamed Khan,7.3,1010,Factory Girl,AE,2013,90.0,Drama,7000000.0,1661464.0,0.0,-5338536.0,-0.762648
1009,tt3182596,Mohamed Khan,7.3,1010,Factory Girl,AE,2013,90.0,Romance,7000000.0,1661464.0,0.0,-5338536.0,-0.762648
1010,tt1430132,James Mangold,6.7,401286,The Wolverine,DE,2013,126.0,Action,115000000.0,132556852.0,283900000.0,301456852.0,2.6213639304347827
1010,tt1430132,James Mangold,6.7,401286,The Wolverine,DE,2013,126.0,Adventure,115000000.0,132556852.0,283900000.0,301456852.0,2.6213639304347827
1010,tt1430132,James Mangold,6.7,401286,The Wolverine,DE,2013,126.0,Sci-Fi,115000000.0,132556852.0,283900000.0,301456852.0,2.6213639304347827
1011,tt1702439,Lasse Hallström,6.7,97055,Safe Haven,TR,2013,115.0,Drama,28000000.0,71399120.0,22651831.0,66050951.0,2.358962535714286
1011,tt1702439,Lasse Hallström,6.7,97055,Safe Haven,TR,2013,115.0,Romance,28000000.0,71399120.0,22651831.0,66050951.0,2.358962535714286
1011,tt1702439,Lasse Hallström,6.7,97055,Safe Haven,TR,2013,115.0,Thriller,28000000.0,71399120.0,22651831.0,66050951.0,2.358962535714286
1012,tt3327426,Christopher H. Baum,5.8,11,War of the Worlds,US,2013,50.0,Sci-Fi,132000000.0,234280354.0,372556181.0,474836535.0,3.5972464772727273
1013,tt3375556,Rahim Behboodi Far,5.6,14,Iron Man,US,2013,84.0,Comedy,186000000.0,318604126.0,266567421.0,399171547.0,2.1460835860215055
1013,tt3375556,Rahim Behboodi Far,5.6,14,Iron Man,US,2013,84.0,Drama,186000000.0,318604126.0,266567421.0,399171547.0,2.1460835860215055
1013,tt3375556,Rahim Behboodi Far,5.6,14,Iron Man,US,2013,84.0,Family,186000000.0,318604126.0,266567421.0,399171547.0,2.1460835860215055
1014,tt1483013,Joseph Kosinski,7.0,453966,Oblivion,RU,2013,124.0,Action,120000000.0,89107235.0,198809398.0,167916633.0,1.399305275
1014,tt1483013,Joseph Kosinski,7.0,453966,Oblivion,RU,2013,124.0,Adventure,120000000.0,89107235.0,198809398.0,167916633.0,1.399305275
1014,tt1483013,Joseph Kosinski,7.0,453966,Oblivion,RU,2013,124.0,Sci-Fi,120000000.0,89107235.0,198809398.0,167916633.0,1.399305275
1015,tt3296724,Robert Muren,6.2,5,The Covenant,IL,2013,99.0,Musical,20000000.0,23364784.0,14800000.0,18164784.0,0.9082392
1017,tt1705952,Reinhard Klooss,4.8,11728,Tarzan,PE,2013,94.0,Adventure,145000000.0,171091819.0,277100000.0,303191819.0,2.0909780620689653
1017,tt1705952,Reinhard Klooss,4.8,11728,Tarzan,PE,2013,94.0,Animation,145000000.0,171091819.0,277100000.0,303191819.0,2.0909780620689653
1017,tt1705952,Reinhard Klooss,4.8,11728,Tarzan,PE,2013,94.0,Drama,145000000.0,171091819.0,277100000.0,303191819.0,2.0909780620689653
1018,tt3264438,Mae Czarina Cruz,6.7,127,She's the One,PH,2013,110.0,Drama,3500000.0,9482579.0,4312474.0,10295053.0,2.941443714285714
1018,tt3264438,Mae Czarina Cruz,6.7,127,She's the One,PH,2013,110.0,Romance,3500000.0,9482579.0,4312474.0,10295053.0,2.941443714285714
1019,tt1706620,Joon-ho Bong,7.1,239264,Snowpiercer,PT,2013,126.0,Action,40000000.0,4563029.0,83506851.0,48069880.0,1.201747
1019,tt1706620,Joon-ho Bong,7.1,239264,Snowpiercer,PT,2013,126.0,Drama,40000000.0,4563029.0,83506851.0,48069880.0,1.201747
1019,tt1706620,Joon-ho Bong,7.1,239264,Snowpiercer,PT,2013,126.0,Sci-Fi,40000000.0,4563029.0,83506851.0,48069880.0,1.201747
1020,tt1709143,Ruairi Robinson,5.5,33137,The Last Days on Mars,BR,2013,98.0,Adventure,10600000.0,24084.0,237280.0,-10338636.0,-0.9753430188679245
1020,tt1709143,Ruairi Robinson,5.5,33137,The Last Days on Mars,BR,2013,98.0,Horror,10600000.0,24084.0,237280.0,-10338636.0,-0.9753430188679245
1020,tt1709143,Ruairi Robinson,5.5,33137,The Last Days on Mars,BR,2013,98.0,Sci-Fi,10600000.0,24084.0,237280.0,-10338636.0,-0.9753430188679245
1021,tt3458776,Thomas Balmès,7.1,270,Happiness,FI,2013,80.0,Documentary,3000000.0,2746453.0,3000000.0,2746453.0,0.9154843333333333
1021,tt3458776,Thomas Balmès,7.1,270,Happiness,FI,2013,80.0,Drama,3000000.0,2746453.0,3000000.0,2746453.0,0.9154843333333333
1021,tt3458776,Thomas Balmès,7.1,270,Happiness,FI,2013,80.0,Family,3000000.0,2746453.0,3000000.0,2746453.0,0.9154843333333333
1022,tt1690953,Chris Renaud,7.4,344230,Despicable Me 2,VN,2013,98.0,Adventure,76000000.0,368065385.0,607151450.0,899216835.0,11.831800460526315
1022,tt1690953,Chris Renaud,7.4,344230,Despicable Me 2,VN,2013,98.0,Animation,76000000.0,368065385.0,607151450.0,899216835.0,11.831800460526315
1022,tt1690953,Chris Renaud,7.4,344230,Despicable Me 2,VN,2013,98.0,Comedy,76000000.0,368065385.0,607151450.0,899216835.0,11.831800460526315
1023,tt3257168,Neeraj Ghaywan,6.5,408,Shorts,IN,2013,95.0,Drama,20000000.0,20919166.0,8951635.0,9870801.0,0.49354005
1025,tt1428538,Tommy Wirkola,6.1,183387,Hansel & Gretel: Witch Hunters,PE,2013,88.0,Action,50000000.0,55703475.0,159246241.0,164949716.0,3.29899432
1025,tt1428538,Tommy Wirkola,6.1,183387,Hansel & Gretel: Witch Hunters,PE,2013,88.0,Fantasy,50000000.0,55703475.0,159246241.0,164949716.0,3.29899432
1025,tt1428538,Tommy Wirkola,6.1,183387,Hansel & Gretel: Witch Hunters,PE,2013,88.0,Horror,50000000.0,55703475.0,159246241.0,164949716.0,3.29899432
1026,tt1457767,James Wan,7.5,397233,The Conjuring,BR,2013,112.0,Horror,20000000.0,137400141.0,180600000.0,298000141.0,14.90000705
1026,tt1457767,James Wan,7.5,397233,The Conjuring,BR,2013,112.0,Mystery,20000000.0,137400141.0,180600000.0,298000141.0,14.90000705
1026,tt1457767,James Wan,7.5,397233,The Conjuring,BR,2013,112.0,Thriller,20000000.0,137400141.0,180600000.0,298000141.0,14.90000705
1027,tt1714206,James Ponsoldt,7.1,133887,The Spectacular Now,PT,2013,95.0,Comedy,2500000.0,6852971.0,63980.0,4416951.0,1.7667804
1027,tt1714206,James Ponsoldt,7.1,133887,The Spectacular Now,PT,2013,95.0,Drama,2500000.0,6852971.0,63980.0,4416951.0,1.7667804
1027,tt1714206,James Ponsoldt,7.1,133887,The Spectacular Now,PT,2013,95.0,Romance,2500000.0,6852971.0,63980.0,4416951.0,1.7667804
1028,tt1456660,Hao Ning,7.3,1756,No Man's Land,PL,2013,118.0,Adventure,1000000.0,1067481.0,1616726.0,1684207.0,1.684207
1028,tt1456660,Hao Ning,7.3,1756,No Man's Land,PL,2013,118.0,Crime,1000000.0,1067481.0,1616726.0,1684207.0,1.684207
1028,tt1456660,Hao Ning,7.3,1756,No Man's Land,PL,2013,118.0,Drama,1000000.0,1067481.0,1616726.0,1684207.0,1.684207
1029,tt1715336,Jorge Dorado,6.5,19733,Anna,PL,2013,99.0,Drama,4357373.0,0.0,1200000.0,-3157373.0,-0.7246047102233387
1029,tt1715336,Jorge Dorado,6.5,19733,Anna,PL,2013,99.0,Mystery,4357373.0,0.0,1200000.0,-3157373.0,-0.7246047102233387
1029,tt1715336,Jorge Dorado,6.5,19733,Anna,PL,2013,99.0,Sci-Fi,4357373.0,0.0,1200000.0,-3157373.0,-0.7246047102233387
1030,tt1454468,Alfonso Cuarón,7.7,710018,Gravity,CA,2013,91.0,Drama,110000000.0,274092705.0,419605968.0,583698673.0,5.306351572727273
1030,tt1454468,Alfonso Cuarón,7.7,710018,Gravity,CA,2013,91.0,Sci-Fi,110000000.0,274092705.0,419605968.0,583698673.0,5.306351572727273
1030,tt1454468,Alfonso Cuarón,7.7,710018,Gravity,CA,2013,91.0,Thriller,110000000.0,274092705.0,419605968.0,583698673.0,5.306351572727273
1031,tt1453405,Dan Scanlon,7.3,291887,Monsters University,TR,2013,104.0,Adventure,200000000.0,268488329.0,475100000.0,543588329.0,2.717941645
1031,tt1453405,Dan Scanlon,7.3,291887,Monsters University,TR,2013,104.0,Animation,200000000.0,268488329.0,475100000.0,543588329.0,2.717941645
1031,tt1453405,Dan Scanlon,7.3,291887,Monsters University,TR,2013,104.0,Comedy,200000000.0,268488329.0,475100000.0,543588329.0,2.717941645
1033,tt1723121,Rawson Marshall Thurber,7.0,371759,We're the Millers,FR,2013,110.0,Comedy,37000000.0,150394119.0,117422157.0,230816276.0,6.23827772972973
1033,tt1723121,Rawson Marshall Thurber,7.0,371759,We're the Millers,FR,2013,110.0,Crime,37000000.0,150394119.0,117422157.0,230816276.0,6.23827772972973
1034,tt1441395,Jonathan Glazer,6.3,113196,Under the Skin,RU,2013,108.0,Drama,13300000.0,2614251.0,4615682.0,-6070067.0,-0.45639601503759397
1034,tt1441395,Jonathan Glazer,6.3,113196,Under the Skin,RU,2013,108.0,Horror,13300000.0,2614251.0,4615682.0,-6070067.0,-0.45639601503759397
1034,tt1441395,Jonathan Glazer,6.3,113196,Under the Skin,RU,2013,108.0,Sci-Fi,13300000.0,2614251.0,4615682.0,-6070067.0,-0.45639601503759397
1037,tt1517260,Andrew Niccol,5.9,105633,The Host,ES,2013,125.0,Action,50000000.0,26623701.0,37853350.0,14477051.0,0.28954102
1037,tt1517260,Andrew Niccol,5.9,105633,The Host,ES,2013,125.0,Adventure,50000000.0,26623701.0,37853350.0,14477051.0,0.28954102
1037,tt1517260,Andrew Niccol,5.9,105633,The Host,ES,2013,125.0,Drama,50000000.0,26623701.0,37853350.0,14477051.0,0.28954102
1038,tt1727388,Nat Faxon,7.4,132642,The Way Way Back,HU,2013,103.0,Comedy,5000000.0,21502690.0,5351120.0,21853810.0,4.370762
1038,tt1727388,Nat Faxon,7.4,132642,The Way Way Back,HU,2013,103.0,Drama,5000000.0,21502690.0,5351120.0,21853810.0,4.370762
1042,tt2952692,Steven Dhoedt,6.5,156,State of Play,BE,2013,87.0,Documentary,60000000.0,37017955.0,51814255.0,28832210.0,0.48053683333333336
1042,tt2952692,Steven Dhoedt,6.5,156,State of Play,BE,2013,87.0,Drama,60000000.0,37017955.0,51814255.0,28832210.0,0.48053683333333336
1042,tt2952692,Steven Dhoedt,6.5,156,State of Play,BE,2013,87.0,Sport,60000000.0,37017955.0,51814255.0,28832210.0,0.48053683333333336
1043,tt1555069,Thomas Imbach,5.5,753,Mary Queen of Scots,GR,2013,119.0,Biography,25000000.0,16468499.0,30266234.0,21734733.0,0.86938932
1043,tt1555069,Thomas Imbach,5.5,753,Mary Queen of Scots,GR,2013,119.0,Drama,25000000.0,16468499.0,30266234.0,21734733.0,0.86938932
1043,tt1555069,Thomas Imbach,5.5,753,Mary Queen of Scots,GR,2013,119.0,History,25000000.0,16468499.0,30266234.0,21734733.0,0.86938932
1044,tt1699755,Tina Gordon,5.3,4452,Peeples,DE,2013,95.0,Comedy,11000000.0,9177065.0,130101.0,-1692834.0,-0.153894
1044,tt1699755,Tina Gordon,5.3,4452,Peeples,DE,2013,95.0,Romance,11000000.0,9177065.0,130101.0,-1692834.0,-0.153894
1045,tt1327773,Lee Daniels,7.2,102468,Lee Daniels' The Butler,IT,2013,132.0,Biography,30000000.0,116632095.0,60393403.0,147025498.0,4.900849933333333
1045,tt1327773,Lee Daniels,7.2,102468,Lee Daniels' The Butler,IT,2013,132.0,Drama,30000000.0,116632095.0,60393403.0,147025498.0,4.900849933333333
1046,tt1333125,Steve Carr,4.3,92980,Movie 43,BG,2013,94.0,Comedy,10000000.0,8840453.0,22324294.0,21164747.0,2.1164747
1047,tt1650554,Jeff Wadlow,6.6,238832,Kick-Ass 2,GR,2013,103.0,Action,28000000.0,28795985.0,34333924.0,35129909.0,1.2546396071428572
1047,tt1650554,Jeff Wadlow,6.6,238832,Kick-Ass 2,GR,2013,103.0,Comedy,28000000.0,28795985.0,34333924.0,35129909.0,1.2546396071428572
1047,tt1650554,Jeff Wadlow,6.6,238832,Kick-Ass 2,GR,2013,103.0,Crime,28000000.0,28795985.0,34333924.0,35129909.0,1.2546396071428572
1048,tt1815862,M. Night Shyamalan,4.8,181687,After Earth,FR,2013,100.0,Action,130000000.0,60522097.0,190977568.0,121499665.0,0.9346128076923077
1048,tt1815862,M. Night Shyamalan,4.8,181687,After Earth,FR,2013,100.0,Adventure,130000000.0,60522097.0,190977568.0,121499665.0,0.9346128076923077
1048,tt1815862,M. Night Shyamalan,4.8,181687,After Earth,FR,2013,100.0,Drama,130000000.0,60522097.0,190977568.0,121499665.0,0.9346128076923077
1050,tt1814621,Paul Weitz,5.7,31849,Admission,BR,2013,107.0,Comedy,13000000.0,18007317.0,726349.0,5733666.0,0.44105123076923075
1050,tt1814621,Paul Weitz,5.7,31849,Admission,BR,2013,107.0,Drama,13000000.0,18007317.0,726349.0,5733666.0,0.44105123076923075
1050,tt1814621,Paul Weitz,5.7,31849,Admission,BR,2013,107.0,Romance,13000000.0,18007317.0,726349.0,5733666.0,0.44105123076923075
1051,tt1588173,Jonathan Levine,6.9,208709,Warm Bodies,DE,2013,98.0,Comedy,30000000.0,66380662.0,48740946.0,85121608.0,2.8373869333333332
